NA,s10,s100,s1000,smax,uplift,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,h0,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB,s10000
SolomonIslands11826,0.11,0.221,0.334,3.334,-0.34,555,68,45,17,21,9.666666667,9.666666667,9.666666667,16.25,16.25,16.25,16.25,13.75,13.75,13.75,326.97,0,13.207,0,0.184564054,2.893605674,0.062788086,22.312177892,0.184564054,0.178933406,30.555955352,0.64484392
SolomonIslands11827,0.105,0.211,0.318,3.318,-0.34,107,6,6,3,3,2.666666667,2.666666667,2.666666667,4.25,4.25,4.25,4.25,2.25,2.25,2.25,100.153,0.011,13.207,0,1.086828884,20.569219639,0.059022345,27.884860244,1.086828884,0.166876582,38.82841434,0.615343521
SolomonIslands11829,0.106,0.212,0.319,3.319,-0.34,55,6,1,1,4,0.666666667,0.666666667,0.666666667,1.5,1.5,1.5,1.5,0.75,0.75,0.75,54.824,0.016,13.207,0,0.337962336,5.424667202,0.055136335,24.023229619,0.337962336,0.172784806,32.223155472,0.612255268
SolomonIslands11830,0.111,0.224,0.339,3.339,-0.34,787,83,79,56,68,22.333333333,22.333333333,22.333333333,19.5,19.5,19.5,19.5,16.75,16.75,16.75,277.585,0.065,13.207,0,2.67587419,39.443558986,0.061809026,21.336979475,2.67587419,0.176744865,29.305726336,0.659560242
SolomonIslands11831,0.127,0.259,0.395,3.395,-0.346,417,7,9,16,6,5.333333333,5.333333333,5.333333333,6,6,6,6,4,4,4,91.847,0.162,13.207,0,0.538294614,9.393280825,0.060828724,25.375394013,0.538294614,0.176092123,34.548525334,0.780419928
SolomonIslands11835,0.111,0.223,0.337,3.337,-0.34,377,44,5,1,1,2,2,2,1,1,1,1,1.75,1.75,1.75,54.525,0,13.207,16.54,9.572808073,173.053017942,0.05705181,27.141314259,9.572808073,0.166027625,37.380797266,0.650613417
SolomonIslands11859,0.107,0.215,0.324,3.324,-0.35,71,7,2,1,5,1,1,1,1.25,1.25,1.25,1.25,1.5,1.5,1.5,58.333,0,13.207,0,0.208706364,4.329634009,0.056194053,31.195251626,0.208706364,0.165603526,42.794026105,0.626881728
SolomonIslands11860,0.107,0.216,0.326,3.326,-0.345,512,36,22,15,27,16.666666667,16.666666667,16.666666667,15.25,15.25,15.25,15.25,19.75,19.75,19.75,405.766,0.005,13.207,0,0.585493996,8.684099668,0.063492404,21.054306209,0.585493996,0.176830287,29.273621367,0.635824523
Thailand2100,0.129,0.263,0.401,3.401,-0.684,6,6,2,2,2,1.333333333,1.333333333,1.333333333,1.25,1.25,1.25,1.25,1,1,1,60.249,0.288,128.34,0,0.5328073,2.581513825,0.05737107,6.887344233,0.5328073,0.189897664,9.182294135,0.791944196
Thailand2085,0.196,0.409,0.636,3.636,1.07,1,620,4,1,2,9,9,9,42,42,42,42,52,52,52,5.537,0.37,255.392,0,0.43496597,2.57049462,0.067225042,7.944510589,0.43496597,0.195982669,10.932293356,1.297266467
Thailand2086,0.173,0.359,0.556,3.556,1.07,136,1884,297,61,111,233,233,233,223.25,223.25,223.25,223.25,274.25,274.25,274.25,15.387,0.385,151.354,0,0.101785189,2.163025991,0.054427677,32.45324118,0.101785189,0.162822262,44.382548001,1.124838409
Thailand2087,0.138,0.283,0.433,3.433,-0.928,1,168,76,20,33,42.333333333,42.333333333,42.333333333,38,38,38,38,33.75,33.75,33.75,32.978,0.402,795.403,0,0.095700635,2.162048181,0.05423967,34.614894021,0.095700635,0.160539879,47.610044254,0.862949385
Thailand2081,0.212,0.444,0.692,3.692,1.05,109,2433,327,616,475,197,197,197,183.25,183.25,183.25,183.25,153.25,153.25,153.25,35.584,0.546,310.268,4.635,0.555679474,11.538258754,0.057056348,31.200191371,0.555679474,0.165845336,43.099720415,1.419408325
Thailand2082,0.346,0.738,1.166,4.166,1.05,1,294,4,1,1,1.333333333,1.333333333,1.333333333,0.75,0.75,0.75,0.75,0,0,0,7.426,0.8,1166.36,0,1.092719545,4.08399477,0.046508005,5.755378986,1.092719545,0.197964245,7.044971168,2.456254632
Thailand2083,0.276,0.584,0.918,3.918,1.05,98,1436,119,107,175,225.333333333,225.333333333,225.333333333,197.75,197.75,197.75,197.75,70,70,70,13.267,0.939,1763,5.442,0.606770263,12.620607083,0.055485419,31.462873033,0.606770263,0.163652575,43.239664098,1.910234353
Thailand2080,0.187,0.39,0.605,3.605,1.16,85,213,254,314,435,377.333333333,377.333333333,377.333333333,326.5,326.5,326.5,326.5,213.5,213.5,213.5,21.449,0.545,110.095,8.545,0.736388308,13.006774355,0.058951696,26.158686747,0.736388308,0.170309046,36.077187297,1.234661618
Thailand2084,0.217,0.456,0.711,3.711,1.065,8,1471,60,41,60,114.666666667,114.666666667,114.666666667,145.25,145.25,145.25,145.25,77.75,77.75,77.75,23.416,0.719,833.831,6.703,0.183655461,3.608640752,0.064505423,28.744937115,0.183655461,0.175150983,40.758595392,1.467584488
Thailand2088,0.143,0.293,0.448,3.448,-0.85,1,3,1,1,2,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,2.75,2.75,2.75,11.781,0.353,256.788,0,0.210885948,4.685004539,0.054548111,33.957442977,0.210885948,0.160809294,46.796645151,0.891735879
Thailand2089,0.159,0.327,0.504,3.504,-0.85,1,4,1,2,3,1.666666667,1.666666667,1.666666667,2.5,2.5,2.5,2.5,3.25,3.25,3.25,7.563,0.219,226.528,0,0.188333375,3.610648432,0.057690629,28.548482771,0.188333375,0.16825708,39.060820633,1.005152333
Thailand2090,0.219,0.458,0.714,3.714,-0.835,5,5,5,7,6,10.333333333,10.333333333,10.333333333,18,18,18,18,15.5,15.5,15.5,62.563,0.554,330.851,0,0.194524732,3.966832334,0.056659313,30.691183025,0.194524732,0.167888796,41.941537118,1.460160389
Thailand2091,0.217,0.455,0.71,3.71,-0.85,1,1,1,1,2,1,1,1,4.25,4.25,4.25,4.25,6,6,6,17.266,0,311.497,0,0.146333934,3.243524034,0.054417048,33.947536357,0.146333934,0.159764782,46.902536119,1.458466569
Thailand2079,0.279,0.589,0.925,3.925,-0.794,18,78,17,30,43,48,48,48,54.5,54.5,54.5,54.5,29.75,29.75,29.75,29.12,0.646,334.217,9.511,0.148551191,2.886069307,0.056539741,29.17548287,0.148551191,0.169713007,39.630816058,1.917388764
Thailand2093,0.171,0.355,0.548,3.548,-0.8,4,3,8,34,38,40.333333333,40.333333333,40.333333333,35.75,35.75,35.75,35.75,21,21,21,19.906,0.454,195.715,12.326,0.048659792,1.081156138,0.055861009,33.479856829,0.048659792,0.165004623,45.532107399,1.11200879
Thailand2094,0.211,0.441,0.687,3.687,-0.738,9,21,18,38,59,54.666666667,54.666666667,54.666666667,29.75,29.75,29.75,29.75,21.5,21.5,21.5,37.949,0.564,150.696,42.942,1.165632627,21.663741651,0.058252334,27.728595674,1.165632627,0.169638933,38.110704652,1.403949051
Thailand2095,0.239,0.502,0.784,3.784,0,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0.32,0,203.747,0,1.35513058,18.824262991,0.06081332,20.09681127,1.35513058,0.17684422,27.730049192,1.615048932
Thailand2096,0.29,0.615,0.965,3.965,-0.72,3,8,25,27,23,25,25,25,18.25,18.25,18.25,18.25,17,17,17,4.912,0.719,300.083,18.474,9.155043755,149.99395076,0.056318624,24.658617134,9.155043755,0.173724739,33.02623609,2.019301336
Thailand2097,0.19,0.396,0.615,3.615,-0.72,92,221,68,57,36,15.333333333,15.333333333,15.333333333,11.5,11.5,11.5,11.5,10.5,10.5,10.5,51.401,0.46,124.722,145.046,2.292520183,36.155422013,0.059248858,23.179935271,2.292520183,0.17440697,31.599198871,1.252534817
Thailand2098,0.165,0.342,0.528,3.528,-0.72,1,1,2,1,1,0.333333333,0.333333333,0.333333333,1.75,1.75,1.75,1.75,4.5,4.5,4.5,1.821,0.252,58.041,7.026,10.244734853,169.135023508,0.057174713,24.692200728,10.244734853,0.174289716,33.184295168,1.068014183
Thailand2076,0.144,0.295,0.453,3.453,-0.671,12,28,104,43,24,20.666666667,20.666666667,20.666666667,23,23,23,23,19.25,19.25,19.25,49.714,0.174,71.575,0,10.748540402,152.725882083,0.059778781,20.769787549,10.748540402,0.175536353,28.538198264,0.898820926
Thailand2078,0.138,0.283,0.433,3.433,-0.753,5,16,35,40,27,23,23,23,23.75,23.75,23.75,23.75,20.5,20.5,20.5,35.759,0.204,109.986,0,6.525899872,76.150113882,0.062275192,16.835759048,6.525899872,0.183575093,23.231542077,0.862949385
Thailand2077,0.164,0.34,0.525,3.525,-0.82,47,27,13,16,8,9.333333333,9.333333333,9.333333333,25.5,25.5,25.5,25.5,10,10,10,17.162,0.421,368.614,0,4.933081012,65.551552378,0.0598472,19.312531023,4.933081012,0.177727717,26.50317902,1.06227138
Thailand2092,0.208,0.435,0.676,3.676,-0.791,3,7,6,6,14,45,45,45,34,34,34,34,22.5,22.5,22.5,58.147,0.545,216.027,26.2,27.925595059,292.753981561,0.060611223,15.059953873,27.925595059,0.181358808,20.726401766,1.385413349
Thailand1942,0.161,0.332,0.512,3.512,-0.557,27,253,38,28,44,35,35,35,13,13,13,13,16.75,16.75,16.75,120.359,0,64.83,299.6075,4.26417395,50.754294954,0.061919472,17.170731627,4.26417395,0.183815525,23.661814447,1.026064277
Thailand2099,0.15,0.309,0.475,3.475,-0.707,15,53,31,32,16,23,23,23,28.5,28.5,28.5,28.5,24.5,24.5,24.5,70.534,0.357,76.835,112.253,8.499583902,120.158367795,0.059448479,20.630415074,8.499583902,0.176222502,28.315801225,0.952053601
Thailand10217,0.132,0.269,0.41,3.41,-0.702,7,10,3,5,1,1.333333333,1.333333333,1.333333333,1.75,1.75,1.75,1.75,1,1,1,70.46,0.273,82.495,205,26.227900459,274.956128987,0.060631464,15.059763501,26.227900459,0.181371355,20.727191968,0.809231389
Thailand10218,0.209,0.437,0.68,3.68,-0.68,1,8,2,2,7,1.333333333,1.333333333,1.333333333,1.75,1.75,1.75,1.75,1.75,1.75,1.75,49.461,0.437,138.973,0,0.256593797,4.692217367,0.058289536,27.092606308,0.256593797,0.169756573,37.368712774,1.391820059
Thailand2071,0.138,0.282,0.431,3.431,-0.534,2,30,10,19,13,39,39,39,39.75,39.75,39.75,39.75,37.5,37.5,37.5,66.23,0.307,100.833,40.449,0.166183587,2.532809918,0.058042934,22.382896745,0.166183587,0.177001898,30.072638897,0.85367605
Thailand2072,0.169,0.35,0.539,3.539,-0.5,2,17,4,8,8,22.333333333,22.333333333,22.333333333,17.25,17.25,17.25,17.25,12.5,12.5,12.5,16.213,0.407,167.705,4.803,0.065633634,0.726094114,0.056026591,15.839945635,0.065633634,0.180470618,21.468468809,1.0903099
Thailand2073,0.16,0.331,0.51,3.51,-0.529,1,36,18,21,27,32.666666667,32.666666667,32.666666667,35,35,35,35,36.5,36.5,36.5,68.474,0.346,72.549,0,0.100760078,1.089542047,0.055293068,15.576946515,0.100760078,0.176097343,21.215851034,1.029107722
Thailand2074,0.143,0.293,0.448,3.448,-0.607,1,1,1,1,1,1.333333333,1.333333333,1.333333333,4,4,4,4,10.75,10.75,10.75,61.398,0.09,77.585,0,0.24953531,2.184356834,0.060872785,12.426102663,0.24953531,0.187657387,17.037711097,0.891735233
Thailand2070,0.16,0.329,0.505,3.505,-0.543,1,13,7,3,10,10,10,10,14.25,14.25,14.25,14.25,8.25,8.25,8.25,17.013,0.135,62.083,0,0.607828601,3.671906471,0.062623235,8.494434784,0.607828601,0.195420214,11.419408375,1.009580633
Thailand1943,0.112,0.226,0.342,3.342,-0.55,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.14,0,45.052,114,0.23604914,2.542140737,0.05787841,15.349314034,0.23604914,0.183673359,20.816325876,0.665327947
Thailand1944,0.177,0.369,0.571,3.571,-0.544,30,138,39,29,125,26.333333333,26.333333333,26.333333333,15.75,15.75,15.75,15.75,16,16,16,85.997,0.29,49.189,252.735,0.107663411,0.731465258,0.061034835,9.53107284,0.107663411,0.193770207,12.729273379,1.166316338
Thailand2065,0.127,0.259,0.394,3.394,-0.57,4,94,33,44,37,50.333333333,50.333333333,50.333333333,62.25,62.25,62.25,62.25,27,27,27,89.047,0.385,108.463,26.608,0.096782697,0.729952663,0.06027086,10.716222162,0.096782697,0.185346037,14.548268308,0.77974999
Thailand2066,0.159,0.328,0.503,3.503,-0.567,3,90,20,27,27,40.333333333,40.333333333,40.333333333,42.25,42.25,42.25,42.25,39,39,39,44.666,0.347,80.853,5.549,0.077713518,0.727373774,0.061420711,13.278978246,0.077713518,0.185492302,18.26944588,1.012546176
Thailand2067,0.165,0.342,0.527,3.527,-0.55,4,316,73,54,64,79.333333333,79.333333333,79.333333333,78.25,78.25,78.25,78.25,56.5,56.5,56.5,58.919,0.24,44.945,32.225,0.076247389,0.727174743,0.06127716,13.558011484,0.076247389,0.184465821,18.703557301,1.067335938
Thailand2068,0.314,0.663,1.038,4.038,-0.55,5,112,16,15,14,11.333333333,11.333333333,11.333333333,18,18,18,18,11.25,11.25,11.25,9.382,0.787,293.671,4.214,0.123383616,1.091994733,0.061210316,12.564549832,0.123383616,0.186210869,17.243123387,2.156803567
Thailand2069,0.208,0.433,0.671,3.671,-0.55,1,25,6,15,12,9.333333333,9.333333333,9.333333333,2,2,2,2,2,2,2,3.094,0.448,220.364,0,0.105321071,1.090021304,0.056650502,14.764626288,0.105321071,0.181170658,20.12362164,1.365396063
Thailand1945,0.176,0.366,0.566,3.566,-0.514,41,49,13,32,151,27,27,27,31,31,31,31,19.25,19.25,19.25,110.325,0.397,81.975,322.386,0.086756902,1.087487358,0.054200994,18.19251702,0.086756902,0.178375969,24.52571067,1.15096075
Thailand1946,0.191,0.398,0.617,3.617,-0.526,174,110,43,45,57,41.666666667,41.666666667,41.666666667,56,56,56,56,35.75,35.75,35.75,140.554,0.453,84.945,524.535,0.077052725,0.727294779,0.055104495,13.805807296,0.077052725,0.176908387,18.581800039,1.257593477
Thailand10198,0.309,0.656,1.03,4.03,-0.508,33,13,6,5,4,2,2,2,1.75,1.75,1.75,1.75,1.25,1.25,1.25,56.378,0.683,89.583,19.063,0.378929871,2.56462089,0.062324588,9.519565179,0.378929871,0.192878743,12.83941877,2.158938275
Thailand2063,0.229,0.479,0.745,3.745,-0.57,1,1,1,1,5,2.333333333,2.333333333,2.333333333,1.5,1.5,1.5,1.5,0.5,0.5,0.5,1.019,0,445.083,0,0.108219625,0.732723698,0.060758237,9.485379872,0.108219625,0.193652896,12.514938934,1.526481023
Thailand2064,0.298,0.629,0.985,3.985,-0.57,1,7,1,17,18,19.666666667,19.666666667,19.666666667,14.75,14.75,14.75,14.75,4.75,4.75,4.75,4.575,0.85,438.863,0,3.271927502,23.063429258,0.061083631,10.104419294,3.271927502,0.187771292,13.771883246,2.044977151
Thailand10205,0.136,0.277,0.423,3.423,-0.578,9,15,7,4,6,6.666666667,6.666666667,6.666666667,3.25,3.25,3.25,3.25,2,2,2,61.734,0.369,116.233,15.3,2.323036133,11.822792316,0.060973796,7.215130953,2.323036133,0.195717484,9.585256012,0.832943203
Thailand2054,0.201,0.42,0.651,3.651,-0.552,142,7,4,4,3,3,3,3,2.25,2.25,2.25,2.25,2,2,2,35.612,0.602,192.488,0,0.378824584,2.20421848,0.061986153,8.138449502,0.378824584,0.193885941,10.90006376,1.334243496
Thailand2061,0.191,0.397,0.615,3.615,-0.572,1,73,27,40,56,94.333333333,94.333333333,94.333333333,86.25,86.25,86.25,86.25,8,8,8,21.853,0.619,419.243,45,0.150205956,1.097611401,0.059695904,10.398223212,0.150205956,0.191440656,13.824368167,1.247976225
Thailand2062,0.2,0.417,0.647,3.647,-0.571,31,525,279,190,145,87.333333333,87.333333333,87.333333333,31,31,31,31,14.25,14.25,14.25,93.898,0.601,200.768,101.683,0.948679321,8.014109748,0.064158648,11.94420235,0.948679321,0.188081277,16.568343865,1.319520562
Thailand1947,0.182,0.377,0.582,3.582,-0.54,266,69,60,76,50,51,51,51,53.5,53.5,53.5,53.5,52.5,52.5,52.5,89.97,0.429,75.288,504.126,0.159193667,1.455273962,0.060200196,13.120695852,0.159193667,0.186101704,17.917961,1.175848876
Thailand10195,0.173,0.36,0.556,3.556,-0.486,3,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,23.528,0.453,483.086,6.3,1.452090719,12.741619232,0.060675134,12.647311938,1.452090719,0.189044982,17.25290374,1.13306734
Thailand10196,0.165,0.342,0.528,3.528,-0.51,3,36,4,6,7,3,3,3,4,4,4,4,2.5,2.5,2.5,54.788,0.465,200.145,49.222,0.728675438,6.553356871,0.05910169,12.824745821,0.728675438,0.186342997,17.4315765,1.068014183
Thailand10197,0.151,0.312,0.48,3.48,-0.489,67,5,3,2,6,1.666666667,1.666666667,1.666666667,2,2,2,2,1.5,1.5,1.5,37.451,0.55,587.24,15.954,0.171497402,1.456937741,0.061182818,12.113863155,0.171497402,0.18549788,16.627339484,0.967235484
Thailand1948,0.176,0.364,0.562,3.562,-0.54,3,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.86,0,58.142,0,0.1424244,2.170931545,0.05817605,22.371926107,0.1424244,0.177313172,29.935654594,1.131874668
Thailand2048,0.183,0.381,0.589,3.589,-0.54,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,21.869,0,177.095,208,0.120922712,1.809341848,0.05897431,21.79619974,0.120922712,0.177493428,29.385211738,1.20072448
Thailand2051,0.208,0.434,0.673,3.673,-0.55,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.25,0.25,0.25,3.72,0,246.026,72.932,0.077029762,1.086232835,0.057885375,20.401983885,0.077029762,0.172700375,28.01274535,1.375039838
Thailand2052,0.231,0.485,0.755,3.755,-0.55,1,1,1,1,1,2.666666667,2.666666667,2.666666667,0.25,0.25,0.25,0.25,0.5,0.5,0.5,1.675,0.438,255.685,0,0.116639628,1.091080908,0.060250586,13.40964731,0.116639628,0.187083486,18.296974654,1.557446126
Thailand2053,0.224,0.469,0.73,3.73,-0.55,1,1,1,1,1,0,0,0,1.25,1.25,1.25,1.25,2.25,2.25,2.25,59.484,0,180.428,0,0.082359101,0.728013597,0.058912654,12.687855555,0.082359101,0.180738684,17.427268102,1.497852111
Thailand1950,0.18,0.375,0.579,3.579,-0.56,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,0.25,0.25,0.25,1.167,0,158.257,0,0.081475674,0.727892023,0.059784547,12.841723179,0.081475674,0.181317608,17.482665543,1.182831273
Thailand1949,0.167,0.345,0.531,3.531,-0.535,268,37,45,20,24,18.666666667,18.666666667,18.666666667,15.25,15.25,15.25,15.25,15,15,15,104.736,0.373,111.425,560.014,0.051661054,0.724204166,0.05768672,20.242906252,0.051661054,0.172790498,27.836350132,1.06933483
Thailand10206,0.13,0.264,0.402,3.402,-0.51,20,1,1,1,1,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,0.25,0.25,0.25,54.023,0.167,115.569,304,0.06147939,0.725528405,0.053990283,17.156579503,0.06147939,0.17854037,23.070903141,0.78855373
Thailand2036,0.15,0.31,0.476,3.476,-0.521,171,61,18,19,16,17.666666667,17.666666667,17.666666667,18,18,18,18,14.75,14.75,14.75,31.827,0.498,307.197,0,0.089827699,0.729021836,0.054465918,11.935032652,0.089827699,0.18208135,15.83986761,0.9608076
Thailand2039,0.153,0.315,0.484,3.484,-0.54,69,4,3,3,1,2.666666667,2.666666667,2.666666667,1,1,1,1,1.25,1.25,1.25,11.257,0.43,158.039,0,0.064240227,0.725913481,0.054331383,16.431374441,0.064240227,0.179003447,22.063432929,0.969309372
VietNam2116,0.284,0.595,0.929,3.929,1.401,1356,3617,2662,1025,511,371.333333333,371.333333333,371.333333333,279.5,279.5,279.5,279.5,210.75,210.75,210.75,87.938,0,177.671,30.243,0.041903734,0.722288085,0.049793424,26.653977307,0.041903734,0.168636928,34.718274605,1.904553129
Kiribati12003,0.108,0.217,0.327,3.327,-0.31,55,1,1,1,1,0,0,0,0,0,0,0,0,0,0,81.181,0,250.072,0,0.059421311,0.727649973,0.056975445,17.548899884,0.059421311,0.170975366,24.354044681,0.63265114
Kiribati12004,0.103,0.207,0.311,3.311,-0.31,34,1,1,1,1,0,0,0,0,0,0,0,0,0,0,41.821,0,250.072,0,0.627632968,7.257783504,0.060402041,16.623222341,0.627632968,0.180518968,22.647069632,0.603139963
Kiribati12005,0.112,0.227,0.344,3.344,-0.31,47,1,1,1,1,0,0,0,0,0,0,0,0,0,0,43.82,0,250.072,0,0.195239242,2.536956132,0.059809584,18.67211707,0.195239242,0.17781617,25.449041993,0.674355191
Kiribati12006,0.12,0.243,0.368,3.368,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.452,0,250.072,0,0.405971204,6.151947863,0.059811106,22.16881645,0.405971204,0.175065333,30.375684399,0.720486438
Kiribati12007,0.12,0.242,0.367,3.367,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.765,0,250.072,0,0.101982944,1.448308983,0.060654322,20.327963876,0.101982944,0.178827252,27.670558609,0.71212867
Kiribati12008,0.12,0.243,0.368,3.368,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.13,0,250.072,0,0.05098934,0.724147097,0.059793914,20.130788027,0.05098934,0.174771852,27.873928007,0.720486438
Kiribati12009,0.12,0.243,0.368,3.368,-0.31,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.633,0,250.072,0,6.556317216,85.162604511,0.060748376,18.911124182,6.556317216,0.177836149,25.944749482,0.720487035
Kiribati12010,0.12,0.242,0.368,3.368,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.895,0,250.072,0,5.578938253,44.841779544,0.061964299,11.528462115,5.578938253,0.187543546,15.862201686,0.712772863
Kiribati12011,0.145,0.298,0.457,3.457,-0.31,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.139,0,250.072,0,0.205141691,1.461420214,0.059313974,10.22781648,0.205141691,0.185644082,13.848300848,0.913240338
Kiribati12012,0.106,0.214,0.323,3.323,-0.31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.452,0,250.072,0,1.065970888,8.029610054,0.06347624,10.683575518,1.065970888,0.184541054,14.838838259,0.630056465
Kiribati12013,0.105,0.212,0.318,3.318,-0.31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.629,0,250.072,0,0.449682353,1.852081636,0.049639457,6.225267341,0.449682353,0.191403735,7.85671478,0.622929565
Kiribati12014,0.104,0.207,0.311,3.311,-0.31,36,1,1,1,1,0,0,0,0,0,0,0,0,0,0,59.913,0,250.072,0,0.4198941,3.282555883,0.06245345,11.109414134,0.4198941,0.189573803,15.25538342,0.59194402
Kiribati12019,0.103,0.207,0.31,3.31,-0.31,37,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9.384,0,250.072,0,0.304374445,2.910235462,0.057741624,13.657726492,0.304374445,0.183707463,18.56170294,0.602464992
Kiribati12020,0.104,0.208,0.314,3.314,-0.31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.915,0,250.072,0,0.049230592,0.723958487,0.058069441,21.303485598,0.049230592,0.176614507,28.675002034,0.601359201
Kiribati12021,0.113,0.227,0.343,3.343,-0.31,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.106,0,250.072,0,0.228433724,4.329955275,0.056501661,28.46738185,0.228433724,0.167569735,39.112391317,0.662152861
Kiribati12022,0.104,0.208,0.313,3.313,-0.31,19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,32.376,0,250.072,0,0.065748854,1.084273484,0.063354465,24.238310265,0.065748854,0.182566913,33.459917367,0.600715555
Kiribati12025,0.103,0.206,0.31,3.31,-0.31,37,1,1,1,1,0,0,0,0,0,0,0,0,0,0,44.857,0,250.072,0,0.077244553,1.44348921,0.056789294,27.876564078,0.077244553,0.168097882,38.097988172,0.594945644
Kiribati12026,0.103,0.207,0.312,3.312,-0.31,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,28.538,0,250.072,0,0.114198171,1.808586294,0.059783967,23.061721092,0.114198171,0.175014206,31.403870293,0.603804797
Kiribati12029,0.134,0.274,0.417,3.417,-0.31,42,3,4,1,1,0,0,0,0,0,0,0,0,0,0,56.877,0,250.072,0,0.224188644,3.257943001,0.060255738,21.0430548,0.224188644,0.178022182,28.428247399,0.829290672
Kiribati12030,0.104,0.209,0.315,3.315,-0.31,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.146,0,250.072,0,4.125030348,47.536155053,0.05957781,16.771049103,4.125030348,0.181850094,22.563202971,0.609573915
Kiribati12031,0.103,0.206,0.31,3.31,-0.31,28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,48.053,0,250.072,0,0.090900237,1.088124977,0.057777215,17.187741263,0.090900237,0.17772977,23.472815155,0.594945644
Malaysia1980,0.178,0.371,0.574,3.574,-0.77,5,2,1,2,1,1.666666667,1.666666667,1.666666667,0.5,0.5,0.5,0.5,2.5,2.5,2.5,3.629,0.391,97.218,10.773,0.276118992,3.623500187,0.060806085,18.835423973,0.276118992,0.176730667,25.894723234,1.172050337
Malaysia1981,0.162,0.335,0.517,3.517,-0.784,7,2,6,1,4,3.333333333,3.333333333,3.333333333,1.25,1.25,1.25,1.25,0.25,0.25,0.25,15.454,0.694,396.78,0,0.055209121,0.72476106,0.056317388,18.959483709,0.055209121,0.173984559,25.866701411,1.041271984
Malaysia1982,0.146,0.3,0.461,3.461,-0.79,9,3,4,1,3,5,5,5,1.5,1.5,1.5,1.5,3.5,3.5,3.5,14.361,0.475,160.601,11.1375,0.298963265,4.7028581,0.059906585,23.020306706,0.298963265,0.171933995,31.696314645,0.919661843
Malaysia1983,0.161,0.333,0.513,3.513,-0.79,1,4,1,2,6,2.333333333,2.333333333,2.333333333,0.75,0.75,0.75,0.75,2.25,2.25,2.25,2.133,0.478,96.959,7.221,0.404784801,3.999486705,0.057726551,14.135578382,0.404784801,0.184416386,19.152064082,1.034853681
