MAR,447e3
ABW,193
AGO,1247e3
ALB,29e3
ANT,29e3
ARE,84e3
ARG,2767e3
ATG,440
AUS,7713e3
BEL,31e3
BEN,113e3
BGD,144e3
BGR,111e3
BHR,1e3
BHS,14e3
BIH,51100
BLZ,23e3
BMU,23e3
BRA,8512e3
BRB,430
CAN,9221e3
CHL,757e3
CHN,9537e3
CIV,322e3
CMR,475e3
COD,475e3
COG,342e3
COL,1139e3
COM,2e3
CPV,4e3
CRI,51e3
CUB,111e3
CYP,9e3
DEU,349310
DJI,23e3
DMA,1e3
DNK,43e3
DOM,49e3
DZA,2382e3
ECU,284e3
EGY,1001e3
ERI,1001e3
ESP,505e3
EST,45100
FIN,338e3
FJI,18e3
FRA,552e3
FSM,552e3
GAB,268e3
GBR,245e3
GEO,69700
GHA,239e3
GIN,246e3
GLP,246e3
GMB,11e3
GNB,36e3
GNQ,28e3
GRC,132e3
GRD,132e3
GTM,109e3
GUY,215e3
GYF,215e3
HKG,215e3
HND,112e3
HRV,56500
HTI,28e3
IDN,1905e3
IND,3288e3
IRL,7e4
IRQ,438e3
ISL,103e3
ISR,21e3
ITA,301e3
JAM,11e3
JOR,89e3
JPN,378e3
KEN,58e4
KHM,181e3
KIR,181e3
KOR,99e3
KWT,18e3
LBN,1e4
LBR,98e3
LBY,176e4
LKA,66e3
LTU,65200
LVA,64500
MAC,64500
MCO,447e3
MDG,587e3
MDV,300
MEX,1958e3
MHL,1958e3
MLT,320
MMR,677e3
MNE,677e3
MOZ,802e3
MRT,1026e3
MTQ,1026e3
MUS,2e3
MYS,33e4
NAM,824e3
NCL,824e3
NGA,924e3
NIC,13e4
NLD,37e3
NOR,324e3
NRU,141e3
NZL,271e3
OMN,212e3
PAK,796e3
PAN,77e3
PER,1285e3
PHL,3e5
PLW,3e5
PNG,463e3
POL,313e3
PRI,313e3
PRK,121e3
PRT,92e3
PYF,407e3
QAT,11e3
REU,11e3
ROU,238e3
RUS,17075400
SAU,215e4
SDN,2506e3
SEN,197e3
SGP,1e3
SLB,29e3
SLE,72e3
SLV,21e3
SOM,638e3
STP,1e3
SUR,163e3
SVN,20300
SWE,45e4
SYC,280
SYR,185e3
TGO,57e3
THA,513e3
TLS,488100
TON,488100
TTO,5e3
TUN,164e3
TUR,779e3
TUV,779e3
TWN,36e3
TZA,945e3
UKR,603700
URY,177e3
USA,7682e3
VCT,390
VEN,912e3
VNM,332e3
VUT,12e3
WLF,12e3
WSM,3e3
YEM,528e3
ZAF,1221e3
