segments,segid,longi,lati
FrenchPolynesia5904,5904,-151.78,-16.463
FrenchPolynesia5906,5906,-151.738,-16.448
FrenchPolynesia5911,5911,-151.775,-16.488
FrenchPolynesia5918,5918,-151.776,-16.504
FrenchPolynesia5921,5921,-151.713,-16.465
FrenchPolynesia5924,5924,-151.765,-16.507
FrenchPolynesia5926,5926,-151.76,-16.531
FrenchPolynesia5929,5929,-151.725,-16.539
FrenchPolynesia5930,5930,-151.719,-16.54
FrenchPolynesia5931,5931,-151.754,-16.469
Gabon1200,1200,9.625,0.538
Gabon1201,1201,9.463,0.354
Gabon1202,1202,9.448,0.175
Gabon1203,1203,8.992,-1.257
Gabon1204,1204,10.619,-3.296
Gabon9226,9226,8.997,-0.603
Gambia988,988,-16.024,13.438
Gambia989,989,-15.814,13.429
Gambia992,992,-16.35,13.285
Gambia990,990,-16.61,13.422
Gambia993,993,-16.62,13.432
Gambia994,994,-16.585,13.449
Gambia995,995,-16.727,13.454
Gambia996,996,-16.671,13.487
Gambia997,997,-16.762,13.405
Gambia991,991,-16.597,13.374
Gambia998,998,-16.815,13.259
Gambia999,999,-16.768,13.1
Ghana1122,1122,0.522,6.024
Ghana1123,1123,0.269,6.071
Ghana1124,1124,0.482,6.068
Ghana1110,1110,-1.657,4.98
Ghana1111,1111,-1.555,5.026
Ghana1112,1112,-1.437,5.06
Ghana1113,1113,-1.073,5.191
Ghana1114,1114,-0.718,5.282
Ghana1115,1115,-0.588,5.349
Ghana1116,1116,-0.447,5.417
Ghana1117,1117,-0.339,5.497
Ghana1128,1128,1.183,6.094
Ghana1121,1121,0.377,5.775
Ghana1125,1125,0.668,5.802
Ghana1126,1126,0.865,5.766
Ghana1127,1127,1.059,6
Ghana1118,1118,-0.306,5.503
Ghana1119,1119,-0.18,5.539
Ghana1120,1120,-0.013,5.605
Ghana1106,1106,-3.013,5.097
Ghana1108,1108,-2.403,4.928
Ghana1109,1109,-1.764,4.895
Guinea1031,1031,-14.816,10.933
Guinea1032,1032,-14.665,10.507
Guinea1033,1033,-14.171,10.071
Guinea1034,1034,-13.717,9.741
Guinea1035,1035,-13.6,9.742
Guinea1036,1036,-13.608,9.721
Guinea1041,1041,-13.497,9.554
Guinea1042,1042,-13.497,9.551
Guinea1044,1044,-13.383,9.26
Guinea1043,1043,-13.5,9.542
Guinea1037,1037,-13.666,9.579
Guinea1038,1038,-13.562,9.506
Guinea1039,1039,-13.519,9.518
Guinea1040,1040,-13.502,9.545
Guinea-Bissau1016,1016,-16.673,12.33
Guinea-Bissau1023,1023,-15.54,11.896
Guinea-Bissau1024,1024,-15.263,11.916
Guinea-Bissau1025,1025,-15.059,11.832
Guinea-Bissau1026,1026,-15.329,11.869
Guinea-Bissau1017,1017,-16.561,12.27
Guinea-Bissau1018,1018,-16.141,12.285
Guinea-Bissau1019,1019,-15.959,11.928
Guinea-Bissau1020,1020,-15.948,11.821
Guinea-Bissau8803,8803,-16.042,11.894
Guinea-Bissau1021,1021,-15.674,11.8
Guinea-Bissau1022,1022,-15.599,11.84
Guinea-Bissau1027,1027,-15.426,11.562
Guinea-Bissau1028,1028,-15.287,11.615
Guinea-Bissau1029,1029,-15.285,11.402
Guinea-Bissau1030,1030,-15.238,11.062
Guinea-Bissau8796,8796,-16.352,11.557
Guinea-Bissau8808,8808,-15.916,11.585
Guinea-Bissau8811,8811,-16.097,11.205
Guinea-Bissau8815,8815,-15.672,11.303
Guinea-Bissau8816,8816,-15.507,11.616
Kiribati12032,12032,174.794,-1.265
Kiribati12034,12034,174.978,-1.422
Kiribati12035,12035,175.562,-1.825
Kiribati12037,12037,175.997,-1.365
Kiribati12038,12038,175.972,-1.298
Kiribati12041,12041,176.412,-1.31
Liberia1053,1053,-11.419,6.867
Liberia1054,1054,-11.31,6.679
Liberia1055,1055,-11.121,6.605
Liberia1056,1056,-10.926,6.514
Liberia1057,1057,-10.799,6.389
Liberia1058,1058,-10.76,6.269
Liberia1059,1059,-10.632,6.217
Liberia1060,1060,-10.61,6.212
Liberia1061,1061,-10.489,6.181
Liberia1062,1062,-10.399,6.176
Liberia1063,1063,-10.378,6.165
Liberia1064,1064,-10.37,6.159
Liberia1065,1065,-10.338,6.091
Liberia1066,1066,-10.254,6.063
Liberia1067,1067,-10.161,5.984
Liberia1068,1068,-10.063,5.883
Liberia1069,1069,-9.89,5.712
Liberia1070,1070,-9.562,5.439
Liberia1071,1071,-9.277,5.152
Liberia1072,1072,-9.084,5.02
Liberia1073,1073,-8.868,4.922
Liberia1074,1074,-8.288,4.606
Liberia1075,1075,-7.738,4.369
Liberia1076,1076,-7.564,4.347
MarshallIslands11971,11971,171.245,7.057
MarshallIslands11972,11972,171.117,7.105
MarshallIslands11983,11983,171.814,7.068
MarshallIslands11984,11984,171.585,7.037
MarshallIslands11985,11985,171.876,7.089
MarshallIslands11986,11986,171.73,6.102
MarshallIslands11987,11987,171.802,6.049
MarshallIslands11988,11988,171.989,6.041
Mauritania958,958,-16.976,21.083
Mauritania963,963,-16.414,19.383
Mauritania964,964,-16.31,19.16
Mauritania965,965,-16.143,18.687
Mauritania959,959,-16.592,20.603
Mauritania960,960,-16.325,20.403
Mauritania961,961,-16.212,20.055
Mauritania962,962,-16.416,19.548
Mauritania8575,8575,-16.356,19.861
Mauritania966,966,-16.034,18.151
Mauritania967,967,-16.038,17.901
Mauritania968,968,-16.232,17.126
Mauritania969,969,-16.535,16.236
Nigeria1140,1140,3.026,6.382
Nigeria1186,1186,8.534,4.71
Nigeria1150,1150,4.452,6.34
Nigeria1151,1151,4.501,6.316
Nigeria1152,1152,4.786,6.098
Nigeria1153,1153,5.27,5.43
Nigeria1148,1148,3.996,6.421
Nigeria1149,1149,4.381,6.367
Nigeria1179,1179,8.298,4.78
Nigeria1180,1180,8.273,4.85
Nigeria1181,1181,8.283,4.85
Nigeria1182,1182,8.299,4.839
Nigeria1183,1183,8.32,4.823
Nigeria1184,1184,8.355,4.795
Nigeria1185,1185,8.389,4.763
Nigeria1141,1141,3.354,6.401
Nigeria1142,1142,3.479,6.585
Nigeria1143,1143,3.687,6.588
Nigeria1144,1144,3.825,6.586
Nigeria1145,1145,3.661,6.503
Nigeria1146,1146,3.4,6.447
Nigeria1147,1147,3.647,6.418
Nigeria1154,1154,5.597,4.638
Nigeria1176,1176,7.546,4.705
Nigeria1177,1177,7.546,4.698
Nigeria1178,1178,7.928,4.539
Nigeria1155,1155,6.688,4.384
Nigeria1156,1156,6.775,4.688
Nigeria1157,1157,6.763,4.763
Nigeria1158,1158,6.782,4.688
Nigeria1159,1159,6.975,4.372
Nigeria1160,1160,6.929,4.699
Nigeria1161,1161,7.011,4.698
Nigeria1162,1162,7.018,4.604
Nigeria1163,1163,7.087,4.441
Nigeria1164,1164,7.169,4.606
Nigeria1165,1165,7.127,4.647
Nigeria1166,1166,7.089,4.673
Nigeria1167,1167,7.075,4.695
Nigeria1168,1168,7.095,4.729
Nigeria1169,1169,7.157,4.655
Nigeria1170,1170,7.187,4.619
Nigeria1171,1171,7.214,4.59
Nigeria1172,1172,7.233,4.569
Nigeria1173,1173,7.271,4.558
Nigeria1174,1174,7.312,4.556
Nigeria1175,1175,7.495,4.566
Nigeria9192,9192,7.174,4.447
Nigeria9193,9193,7.271,4.499
Nigeria9194,9194,7.314,4.446
Nigeria9195,9195,7.236,4.388
PapuaNewGuinea11793,11793,153.338,-11.378
PapuaNewGuinea11809,11809,154.206,-11.318
Senegal987,987,-16.593,13.624
Senegal1000,1000,-16.751,12.979
Senegal1015,1015,-16.724,12.328
Senegal970,970,-16.539,15.932
Senegal971,971,-16.538,15.796
Senegal972,972,-16.6,15.669
Senegal973,973,-16.699,15.514
Senegal974,974,-16.898,15.202
Senegal975,975,-17.117,14.945
Senegal976,976,-17.154,14.912
Senegal977,977,-17.236,14.868
Senegal979,979,-17.209,14.679
Senegal980,980,-17.075,14.47
Senegal981,981,-16.93,14.334
Senegal982,982,-16.881,14.195
Senegal983,983,-16.61,14.026
Senegal978,978,-17.503,14.718
Senegal984,984,-16.374,14.165
Senegal985,985,-16.744,13.955
Senegal986,986,-16.579,13.828
Senegal1004,1004,-16.045,12.66
Senegal1005,1005,-15.429,12.832
Senegal1006,1006,-15.962,12.594
Senegal1014,1014,-15.999,12.624
Senegal1001,1001,-16.8,12.81
Senegal1002,1002,-16.588,12.712
Senegal1003,1003,-16.114,12.622
Senegal1007,1007,-16.657,12.593
Senegal1008,1008,-16.318,12.575
Senegal1009,1009,-16.255,12.59
Senegal1010,1010,-16.197,12.58
Senegal1011,1011,-16.156,12.593
Senegal1012,1012,-16.086,12.614
Senegal1013,1013,-16.045,12.626
Seychelles9425,9425,46.442,-9.358
SierraLeone1045,1045,-13.144,8.861
SierraLeone1046,1046,-12.93,8.585
SierraLeone1047,1047,-13.129,8.425
SierraLeone1048,1048,-13.283,8.476
SierraLeone1049,1049,-13.155,8.215
SierraLeone1050,1050,-12.962,8.17
SierraLeone1052,1052,-11.512,6.934
SierraLeone1051,1051,-12.337,7.53
SierraLeone8840,8840,-12.845,7.618
SolomonIslands3330,3330,165.789,-10.826
SolomonIslands3331,3331,165.702,-10.795
SolomonIslands3332,3332,165.809,-10.695
SolomonIslands3333,3333,165.926,-10.673
SolomonIslands3334,3334,165.98,-10.663
SolomonIslands3335,3335,166.004,-10.669
SolomonIslands3336,3336,166.009,-10.667
SolomonIslands3337,3337,166.068,-10.715
SolomonIslands3338,3338,166.07,-10.74
SolomonIslands3339,3339,166.002,-10.794
SolomonIslands3340,3340,165.998,-10.78
SolomonIslands3341,3341,165.979,-10.796
SolomonIslands3342,3342,165.901,-10.765
SolomonIslands3343,3343,165.821,-10.869
SolomonIslands3344,3344,165.802,-10.863
SolomonIslands3345,3345,165.792,-10.832
SolomonIslands11867,11867,159.978,-11.493
SolomonIslands11973,11973,166.848,-11.711
SolomonIslands11974,11974,166.778,-11.62
SolomonIslands11975,11975,166.879,-11.69
SolomonIslands11976,11976,166.872,-11.709
SolomonIslands11977,11977,166.962,-11.71
SolomonIslands11978,11978,166.912,-11.606
SolomonIslands11979,11979,166.914,-11.641
SolomonIslands11980,11980,166.915,-11.641
SolomonIslands11981,11981,166.91,-11.668
Togo1132,1132,1.525,6.198
Togo1129,1129,1.299,6.14
Togo1130,1130,1.406,6.167
Togo1131,1131,1.413,6.169
Tuvalu12040,12040,175.965,-2.487
Tuvalu12042,12042,176.794,-2.614
FrenchPolynesia5933,5933,-151.7,-16.499
FrenchPolynesia5957,5957,-151.525,-16.555
FrenchPolynesia5959,5959,-151.513,-16.556
FrenchPolynesia5960,5960,-151.502,-16.555
FrenchPolynesia5962,5962,-151.497,-16.558
FrenchPolynesia5963,5963,-151.489,-16.556
FrenchPolynesia5965,5965,-151.486,-16.556
FrenchPolynesia5966,5966,-151.477,-16.557
FrenchPolynesia5968,5968,-151.553,-16.581
FrenchPolynesia5969,5969,-151.473,-16.557
FrenchPolynesia5970,5970,-151.47,-16.557
FrenchPolynesia5972,5972,-151.464,-16.558
FrenchPolynesia5975,5975,-151.457,-16.559
FrenchPolynesia5979,5979,-151.453,-16.561
FrenchPolynesia5985,5985,-151.562,-16.595
FrenchPolynesia5986,5986,-151.45,-16.564
FrenchPolynesia5988,5988,-151.446,-16.566
FrenchPolynesia5991,5991,-151.445,-16.568
FrenchPolynesia6000,6000,-151.561,-16.601
FrenchPolynesia6001,6001,-151.444,-16.57
FrenchPolynesia6010,6010,-151.439,-16.579
FrenchPolynesia6014,6014,-151.42,-16.593
FrenchPolynesia6016,6016,-151.412,-16.602
FrenchPolynesia6032,6032,-151.429,-16.652
FrenchPolynesia6036,6036,-151.487,-16.674
FrenchPolynesia6041,6041,-151.478,-16.582
FrenchPolynesia6074,6074,-150.978,-16.72
FrenchPolynesia6085,6085,-150.975,-16.725
FrenchPolynesia6092,6092,-150.977,-16.709
FrenchPolynesia6096,6096,-151.032,-16.777
FrenchPolynesia6100,6100,-151.43,-16.746
FrenchPolynesia6105,6105,-150.962,-16.754
FrenchPolynesia6116,6116,-151,-16.766
FrenchPolynesia6117,6117,-150.97,-16.812
FrenchPolynesia6303,6303,-150.638,-17.651
FrenchPolynesia5755,5755,-148.282,-15.001
FrenchPolynesia5756,5756,-148.284,-15.009
FrenchPolynesia5757,5757,-148.288,-15.016
FrenchPolynesia5758,5758,-148.288,-15.025
FrenchPolynesia5759,5759,-148.288,-15.031
FrenchPolynesia5761,5761,-148.288,-15.036
FrenchPolynesia5763,5763,-148.285,-15.043
FrenchPolynesia5764,5764,-148.287,-15.04
FrenchPolynesia5765,5765,-148.288,-15.043
FrenchPolynesia5767,5767,-148.288,-15.046
FrenchPolynesia5768,5768,-148.286,-15.05
FrenchPolynesia5779,5779,-148.047,-15.005
FrenchPolynesia5785,5785,-148.08,-15.051
FrenchPolynesia5787,5787,-148.087,-15.056
FrenchPolynesia5788,5788,-148.148,-15.081
FrenchPolynesia5790,5790,-148.117,-15.068
FrenchPolynesia5791,5791,-148.11,-15.068
FrenchPolynesia5792,5792,-148.113,-15.07
FrenchPolynesia5793,5793,-148.097,-15.061
FrenchPolynesia5794,5794,-148.136,-15.078
FrenchPolynesia5795,5795,-148.129,-15.077
FrenchPolynesia5796,5796,-148.161,-15.088
FrenchPolynesia5798,5798,-148.125,-15.078
FrenchPolynesia5800,5800,-148.139,-15.081
FrenchPolynesia5801,5801,-148.153,-15.088
FrenchPolynesia5802,5802,-148.16,-15.093
FrenchPolynesia5803,5803,-147.915,-15.015
FrenchPolynesia5804,5804,-148.175,-15.099
FrenchPolynesia5806,5806,-148.164,-15.1
FrenchPolynesia5807,5807,-148.167,-15.102
FrenchPolynesia5808,5808,-148.166,-15.103
FrenchPolynesia5810,5810,-148.181,-15.101
FrenchPolynesia5811,5811,-148.214,-15.117
FrenchPolynesia5812,5812,-148.2,-15.111
FrenchPolynesia5813,5813,-148.219,-15.118
FrenchPolynesia5814,5814,-148.21,-15.119
FrenchPolynesia5815,5815,-148.206,-15.119
FrenchPolynesia5816,5816,-148.244,-15.117
FrenchPolynesia5821,5821,-147.93,-15.037
FrenchPolynesia5827,5827,-147.934,-15.047
FrenchPolynesia5828,5828,-147.94,-15.056
FrenchPolynesia5842,5842,-147.764,-15.013
FrenchPolynesia5850,5850,-147.943,-15.067
FrenchPolynesia5854,5854,-147.932,-15.092
FrenchPolynesia5862,5862,-147.596,-15.003
FrenchPolynesia5865,5865,-147.932,-15.125
FrenchPolynesia5866,5866,-147.932,-15.121
FrenchPolynesia5867,5867,-147.932,-15.125
FrenchPolynesia5870,5870,-147.588,-15.012
FrenchPolynesia5871,5871,-147.918,-15.139
FrenchPolynesia5872,5872,-147.57,-15.03
FrenchPolynesia5876,5876,-147.568,-15.035
FrenchPolynesia5877,5877,-147.562,-15.044
FrenchPolynesia5878,5878,-147.555,-15.048
FrenchPolynesia5879,5879,-147.816,-15.135
FrenchPolynesia5880,5880,-147.551,-15.05
FrenchPolynesia5883,5883,-147.548,-15.056
FrenchPolynesia5886,5886,-147.866,-15.185
FrenchPolynesia5887,5887,-147.858,-15.184
FrenchPolynesia5888,5888,-147.845,-15.188
FrenchPolynesia5889,5889,-147.823,-15.198
FrenchPolynesia5890,5890,-147.804,-15.205
FrenchPolynesia5891,5891,-147.523,-15.145
FrenchPolynesia5900,5900,-147.778,-15.213
FrenchPolynesia5901,5901,-147.537,-15.068
FrenchPolynesia5905,5905,-147.434,-15.146
FrenchPolynesia5907,5907,-147.711,-15.243
FrenchPolynesia5909,5909,-147.704,-15.245
FrenchPolynesia5910,5910,-147.689,-15.242
FrenchPolynesia5912,5912,-147.663,-15.239
FrenchPolynesia5913,5913,-147.638,-15.234
FrenchPolynesia5915,5915,-147.415,-15.163
FrenchPolynesia5916,5916,-147.613,-15.234
FrenchPolynesia5917,5917,-147.407,-15.167
FrenchPolynesia5919,5919,-147.6,-15.234
FrenchPolynesia5920,5920,-147.588,-15.237
FrenchPolynesia5923,5923,-147.395,-15.176
FrenchPolynesia5925,5925,-147.572,-15.249
FrenchPolynesia5928,5928,-147.561,-15.26
FrenchPolynesia5934,5934,-147.38,-15.19
FrenchPolynesia5935,5935,-147.533,-15.275
FrenchPolynesia5937,5937,-147.344,-15.22
FrenchPolynesia5939,5939,-147.524,-15.29
FrenchPolynesia5944,5944,-147.334,-15.228
FrenchPolynesia5946,5946,-147.3,-15.237
FrenchPolynesia5948,5948,-147.281,-15.236
FrenchPolynesia5950,5950,-147.274,-15.236
FrenchPolynesia5951,5951,-147.271,-15.236
FrenchPolynesia5952,5952,-147.478,-15.306
FrenchPolynesia5954,5954,-147.461,-15.31
FrenchPolynesia5956,5956,-147.262,-15.233
FrenchPolynesia5958,5958,-147.42,-15.309
FrenchPolynesia5967,5967,-147.402,-15.308
FrenchPolynesia5971,5971,-147.24,-15.251
FrenchPolynesia5980,5980,-147.382,-15.31
FrenchPolynesia5983,5983,-147.233,-15.263
FrenchPolynesia5987,5987,-147.376,-15.314
FrenchPolynesia5992,5992,-147.27,-15.285
FrenchPolynesia5994,5994,-147.25,-15.277
FrenchPolynesia5995,5995,-147.292,-15.296
FrenchPolynesia5996,5996,-147.291,-15.295
FrenchPolynesia5997,5997,-147.294,-15.295
FrenchPolynesia5998,5998,-147.297,-15.296
FrenchPolynesia5999,5999,-147.3,-15.298
FrenchPolynesia6002,6002,-147.302,-15.301
FrenchPolynesia6003,6003,-147.306,-15.304
FrenchPolynesia6005,6005,-147.236,-15.281
FrenchPolynesia6006,6006,-147.229,-15.269
FrenchPolynesia6007,6007,-147.334,-15.318
FrenchPolynesia6008,6008,-147.333,-15.318
FrenchPolynesia6009,6009,-147.335,-15.317
FrenchPolynesia6012,6012,-147.322,-15.316
FrenchPolynesia6013,6013,-147.313,-15.312
FrenchPolynesia6021,6021,-146.802,-15.195
FrenchPolynesia6023,6023,-146.816,-15.203
FrenchPolynesia6024,6024,-146.792,-15.199
FrenchPolynesia6026,6026,-146.785,-15.199
FrenchPolynesia6027,6027,-146.818,-15.21
FrenchPolynesia6028,6028,-146.778,-15.203
FrenchPolynesia6029,6029,-146.774,-15.205
FrenchPolynesia6030,6030,-146.819,-15.22
FrenchPolynesia6033,6033,-146.765,-15.208
FrenchPolynesia6034,6034,-146.818,-15.225
FrenchPolynesia6035,6035,-146.824,-15.228
FrenchPolynesia6037,6037,-146.826,-15.233
FrenchPolynesia6038,6038,-146.83,-15.235
FrenchPolynesia6039,6039,-146.825,-15.236
FrenchPolynesia6040,6040,-146.832,-15.24
FrenchPolynesia6042,6042,-146.745,-15.215
FrenchPolynesia6043,6043,-146.844,-15.251
FrenchPolynesia6044,6044,-146.846,-15.249
FrenchPolynesia6045,6045,-146.846,-15.252
FrenchPolynesia6046,6046,-146.85,-15.252
FrenchPolynesia6047,6047,-146.738,-15.215
FrenchPolynesia6048,6048,-146.855,-15.253
FrenchPolynesia6049,6049,-146.866,-15.261
FrenchPolynesia6050,6050,-146.72,-15.217
FrenchPolynesia6051,6051,-146.878,-15.268
FrenchPolynesia6052,6052,-146.714,-15.218
FrenchPolynesia6053,6053,-146.882,-15.274
FrenchPolynesia6054,6054,-146.885,-15.277
FrenchPolynesia6057,6057,-146.889,-15.279
FrenchPolynesia6058,6058,-146.695,-15.225
FrenchPolynesia6059,6059,-146.893,-15.29
FrenchPolynesia6060,6060,-146.684,-15.229
FrenchPolynesia6061,6061,-146.667,-15.231
FrenchPolynesia6062,6062,-146.653,-15.23
FrenchPolynesia6063,6063,-146.755,-15.312
FrenchPolynesia6064,6064,-146.639,-15.234
FrenchPolynesia6065,6065,-146.605,-15.299
FrenchPolynesia6066,6066,-148.261,-15.807
FrenchPolynesia6067,6067,-146.606,-15.328
FrenchPolynesia6068,6068,-146.605,-15.334
FrenchPolynesia6069,6069,-146.607,-15.33
FrenchPolynesia6070,6070,-146.608,-15.335
FrenchPolynesia6071,6071,-146.61,-15.337
FrenchPolynesia6072,6072,-146.621,-15.347
FrenchPolynesia6075,6075,-146.622,-15.359
FrenchPolynesia6076,6076,-146.626,-15.361
FrenchPolynesia6079,6079,-146.679,-15.391
FrenchPolynesia6080,6080,-146.752,-15.416
FrenchPolynesia6081,6081,-146.659,-15.388
FrenchPolynesia6082,6082,-146.729,-15.413
FrenchPolynesia6083,6083,-146.72,-15.411
FrenchPolynesia6084,6084,-146.726,-15.414
FrenchPolynesia6086,6086,-146.401,-15.305
FrenchPolynesia6087,6087,-146.39,-15.302
FrenchPolynesia6088,6088,-146.715,-15.412
FrenchPolynesia6090,6090,-146.404,-15.309
FrenchPolynesia6094,6094,-146.416,-15.319
FrenchPolynesia6097,6097,-146.432,-15.335
FrenchPolynesia6101,6101,-146.435,-15.339
FrenchPolynesia6102,6102,-146.365,-15.303
FrenchPolynesia6104,6104,-146.312,-15.312
FrenchPolynesia6108,6108,-146.3,-15.312
FrenchPolynesia6109,6109,-146.438,-15.369
FrenchPolynesia6111,6111,-146.437,-15.373
FrenchPolynesia6114,6114,-146.263,-15.323
FrenchPolynesia6115,6115,-146.249,-15.325
FrenchPolynesia6119,6119,-146.446,-15.422
FrenchPolynesia6120,6120,-146.448,-15.458
FrenchPolynesia6121,6121,-146.22,-15.327
FrenchPolynesia6125,6125,-146.437,-15.491
FrenchPolynesia6126,6126,-146.832,-15.637
FrenchPolynesia6127,6127,-146.433,-15.503
FrenchPolynesia6128,6128,-146.827,-15.639
FrenchPolynesia6129,6129,-146.866,-15.653
FrenchPolynesia6130,6130,-146.807,-15.638
FrenchPolynesia6131,6131,-146.43,-15.511
FrenchPolynesia6132,6132,-146.797,-15.639
FrenchPolynesia6133,6133,-146.21,-15.401
FrenchPolynesia6134,6134,-146.429,-15.519
FrenchPolynesia6135,6135,-146.43,-15.522
FrenchPolynesia6136,6136,-146.873,-15.652
FrenchPolynesia6137,6137,-146.223,-15.453
FrenchPolynesia6138,6138,-146.429,-15.527
FrenchPolynesia6139,6139,-146.882,-15.682
FrenchPolynesia6140,6140,-146.873,-15.679
FrenchPolynesia6141,6141,-146.226,-15.463
FrenchPolynesia6142,6142,-146.787,-15.645
FrenchPolynesia6143,6143,-146.868,-15.682
FrenchPolynesia6144,6144,-146.424,-15.533
FrenchPolynesia6145,6145,-146.227,-15.47
FrenchPolynesia6146,6146,-146.424,-15.542
FrenchPolynesia6147,6147,-146.77,-15.657
FrenchPolynesia6148,6148,-146.869,-15.69
FrenchPolynesia6149,6149,-146.757,-15.658
FrenchPolynesia6150,6150,-146.423,-15.547
FrenchPolynesia6151,6151,-146.88,-15.7
FrenchPolynesia6152,6152,-146.226,-15.48
FrenchPolynesia6153,6153,-146.876,-15.702
FrenchPolynesia6154,6154,-146.423,-15.553
FrenchPolynesia6155,6155,-146.865,-15.705
FrenchPolynesia6156,6156,-146.733,-15.668
FrenchPolynesia6157,6157,-146.729,-15.67
FrenchPolynesia6158,6158,-146.419,-15.568
FrenchPolynesia6159,6159,-146.414,-15.565
FrenchPolynesia6160,6160,-146.417,-15.571
FrenchPolynesia6161,6161,-146.713,-15.677
FrenchPolynesia6162,6162,-146.704,-15.683
FrenchPolynesia6163,6163,-146.406,-15.581
FrenchPolynesia6164,6164,-146.698,-15.686
FrenchPolynesia6166,6166,-146.69,-15.691
FrenchPolynesia6167,6167,-146.228,-15.497
FrenchPolynesia6168,6168,-146.388,-15.595
FrenchPolynesia6169,6169,-146.241,-15.554
FrenchPolynesia6170,6170,-146.25,-15.562
FrenchPolynesia6172,6172,-146.816,-15.755
FrenchPolynesia6173,6173,-146.819,-15.76
FrenchPolynesia6174,6174,-146.658,-15.708
FrenchPolynesia6175,6175,-146.8,-15.763
FrenchPolynesia6176,6176,-146.639,-15.71
FrenchPolynesia6177,6177,-146.344,-15.608
FrenchPolynesia6178,6178,-146.623,-15.712
FrenchPolynesia6179,6179,-146.742,-15.8
FrenchPolynesia6180,6180,-146.555,-15.747
FrenchPolynesia6181,6181,-146.551,-15.751
FrenchPolynesia6182,6182,-146.542,-15.76
FrenchPolynesia6183,6183,-146.536,-15.762
FrenchPolynesia6184,6184,-146.532,-15.769
FrenchPolynesia6185,6185,-146.668,-15.821
FrenchPolynesia6186,6186,-146.521,-15.78
FrenchPolynesia6187,6187,-146.518,-15.785
FrenchPolynesia6188,6188,-145.563,-15.458
FrenchPolynesia6189,6189,-146.514,-15.785
FrenchPolynesia6190,6190,-145.568,-15.462
FrenchPolynesia6191,6191,-145.571,-15.468
FrenchPolynesia6192,6192,-145.577,-15.482
FrenchPolynesia6193,6193,-146.621,-15.84
FrenchPolynesia6194,6194,-145.578,-15.485
FrenchPolynesia6195,6195,-145.583,-15.491
FrenchPolynesia6196,6196,-145.585,-15.495
FrenchPolynesia6197,6197,-145.588,-15.504
FrenchPolynesia6198,6198,-145.588,-15.509
FrenchPolynesia6199,6199,-146.51,-15.79
FrenchPolynesia6200,6200,-145.587,-15.525
FrenchPolynesia6201,6201,-145.518,-15.508
FrenchPolynesia6202,6202,-145.555,-15.455
FrenchPolynesia6203,6203,-145.45,-15.507
FrenchPolynesia6204,6204,-145.472,-15.517
FrenchPolynesia6205,6205,-145.468,-15.516
FrenchPolynesia6206,6206,-145.48,-15.524
FrenchPolynesia6207,6207,-145.484,-15.525
FrenchPolynesia6208,6208,-145.487,-15.531
FrenchPolynesia6209,6209,-145.578,-15.565
FrenchPolynesia6210,6210,-145.496,-15.531
FrenchPolynesia6212,6212,-145.497,-15.551
FrenchPolynesia6213,6213,-145.496,-15.565
FrenchPolynesia6214,6214,-146.143,-15.79
FrenchPolynesia6216,6216,-146.156,-15.796
FrenchPolynesia6218,6218,-146.163,-15.804
FrenchPolynesia6219,6219,-146.112,-15.786
FrenchPolynesia6220,6220,-145.499,-15.578
FrenchPolynesia6221,6221,-146.173,-15.815
FrenchPolynesia6222,6222,-146.089,-15.792
FrenchPolynesia6223,6223,-146.186,-15.823
FrenchPolynesia6224,6224,-146.081,-15.792
FrenchPolynesia6225,6225,-146.084,-15.794
FrenchPolynesia6226,6226,-146.083,-15.795
FrenchPolynesia6227,6227,-146.199,-15.835
FrenchPolynesia6228,6228,-146.197,-15.832
FrenchPolynesia6229,6229,-146.078,-15.794
FrenchPolynesia6230,6230,-146.156,-15.824
FrenchPolynesia6231,6231,-146.072,-15.8
FrenchPolynesia6232,6232,-146.065,-15.8
FrenchPolynesia6234,6234,-146.204,-15.841
FrenchPolynesia6235,6235,-146.057,-15.8
FrenchPolynesia6236,6236,-146.045,-15.801
FrenchPolynesia6237,6237,-146.099,-15.824
FrenchPolynesia6238,6238,-145.497,-15.588
FrenchPolynesia6239,6239,-145.511,-15.625
FrenchPolynesia6240,6240,-146.07,-15.845
FrenchPolynesia6241,6241,-146.031,-15.801
FrenchPolynesia6242,6242,-145.992,-15.825
FrenchPolynesia6243,6243,-145.988,-15.828
FrenchPolynesia6244,6244,-146.178,-15.889
FrenchPolynesia6245,6245,-145.983,-15.831
FrenchPolynesia6246,6246,-145.973,-15.835
FrenchPolynesia6247,6247,-149.553,-16.987
FrenchPolynesia6248,6248,-145.97,-15.837
FrenchPolynesia6249,6249,-149.581,-17.015
FrenchPolynesia6250,6250,-149.588,-17.024
FrenchPolynesia6251,6251,-145.998,-15.88
FrenchPolynesia6252,6252,-149.549,-17.031
FrenchPolynesia6256,6256,-145.996,-15.923
FrenchPolynesia6257,6257,-145.96,-15.842
FrenchPolynesia6258,6258,-145.903,-15.901
FrenchPolynesia6259,6259,-145.9,-15.899
FrenchPolynesia6261,6261,-145.898,-15.903
FrenchPolynesia6262,6262,-145.895,-15.907
FrenchPolynesia6265,6265,-145.894,-15.914
FrenchPolynesia6267,6267,-145.93,-15.973
FrenchPolynesia6268,6268,-145.875,-15.945
FrenchPolynesia6270,6270,-145.875,-15.97
