MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA GDP,SSP3_v9_130219,IND,Population,million,,,,,,,,,,,,,1224.614327,1315.803182,1412.090248,1508.203567,1603.709235,1696.02723,1787.901745,1880.144636,1970.550275,2054.626927,2131.454482,2202.086896,2268.34206,2331.894239,2392.625341,2450.023244,2504.987966,2557.965671,2608.619242,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,IRL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,153.0008871,161.3251491,169.2111152,180.5239022,192.2377945,203.8734583,214.8444323,225.1305677,234.4664794,243.0843844,250.9856135,257.9272373,263.8008902,268.6387174,272.7181296,276.3055166,279.4759667,281.8987752,283.1080246,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,IRL,Population,million,,,,,,,,,,,,,4.4699,4.729617892,4.925221059,5.060474721,5.154494517,5.228510804,5.284938827,5.31638989,5.312102689,5.270001994,5.193587834,5.088304076,4.966433825,4.836543256,4.701745469,4.559757702,4.405626142,4.235449399,4.051470988,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,IRN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,806.7766951,957.4687876,1077.811513,1151.937658,1214.674753,1279.222646,1351.94031,1442.333936,1537.619081,1629.408305,1723.891004,1827.388841,1930.280387,2020.107536,2097.327554,2176.814819,2274.956994,2397.12369,2538.548669,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,IRN,Population,million,,,,,,,,,,,,,73.97363,78.79195203,83.57767835,87.77332695,91.36118541,94.5099341,97.5025406,100.2733059,102.5761975,104.1597183,105.0723808,105.52079,105.755769,106.0236636,106.544036,107.4786695,108.8684769,110.6223713,112.6042417,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,IRQ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,136.305235,231.147983,367.9298759,541.3937067,720.7819696,888.25332,1039.285333,1184.535308,1329.393499,1481.896905,1649.988738,1838.254454,2047.057638,2274.462292,2520.494776,2784.005468,3066.907918,3370.882506,3700.604041,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,IRQ,Population,million,,,,,,,,,,,,,31.671591,36.62830554,42.35384924,48.69904138,55.60840784,62.81759635,70.30457386,78.09360905,86.19762745,94.47568929,102.8913741,111.4440092,120.1475726,128.9981625,137.9467694,146.9436286,155.9788925,165.0702496,174.2432731,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,ISL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,11.42423744,13.44943303,15.30175278,17.67371877,19.8417515,21.84106789,23.62690537,25.21619157,26.64515749,28.0316405,29.32147125,30.47269569,31.38238502,31.96038364,32.26971065,32.44379223,32.59756071,32.76081067,32.83633995,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,ISL,Population,million,,,,,,,,,,,,,0.320135946,0.341522307,0.358828891,0.372092232,0.382150296,0.390076161,0.396254613,0.400590292,0.402603512,0.402307475,0.399948057,0.395536695,0.389392042,0.381670274,0.372420089,0.361740403,0.349961464,0.337244059,0.323608939,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,ISR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,184.9040154,227.9805723,273.4695969,319.6781128,363.5632046,406.625148,450.3382047,494.8929266,539.535219,583.8690098,628.0059036,672.7169998,718.7115255,765.7263441,813.1616932,860.752637,908.7341193,957.2490922,1006.180648,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,ISR,Population,million,,,,,,,,,,,,,7.4184,8.218296445,8.934825371,9.55339528,10.10493644,10.63306033,11.13967267,11.60436749,12.00617661,12.34727514,12.62983421,12.87676223,13.09057151,13.26811605,13.40236266,13.49559397,13.55064976,13.57259379,13.5617187,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,ITA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1675.320534,1695.389599,1748.59398,1844.283507,1949.814848,2054.764898,2151.789213,2232.547506,2289.862579,2328.177665,2351.224823,2362.814335,2368.080407,2370.604515,2373.132579,2377.118104,2382.116584,2384.978174,2382.105655,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,ITA,Population,million,,,,,,,,,,,,,60.550848,61.01966049,60.55608363,59.66321712,58.53568515,57.28237874,55.86639287,54.19345753,52.21323129,49.97126684,47.57765765,45.14958553,42.83022748,40.66436886,38.65093716,36.73360717,34.84839072,32.97252657,31.11175157,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,JAM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,24.87136161,27.5750735,33.15476026,41.96883819,52.46064897,63.33996061,72.93620962,81.22018777,88.63131769,95.65642498,102.5236399,109.5284597,116.9384693,125.0851028,134.2307134,144.4698886,155.8082316,168.3738572,182.3954798,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,JAM,Population,million,,,,,,,,,,,,,2.741052,2.817989404,2.925615305,3.052939724,3.17372145,3.279022136,3.375719925,3.47003988,3.563079107,3.648859615,3.72707657,3.805701308,3.887887292,3.973776931,4.061005547,4.149201463,4.240431655,4.339444989,4.447826134,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,JOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,29.12426202,41.11952954,58.13088843,77.27854549,95.40510852,112.2369097,128.6488361,145.5286738,163.1573488,181.8227149,201.2245266,221.0150003,240.8526218,260.8604383,281.3054061,302.3539852,323.8884278,345.7198268,367.6742411,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,JOR,Population,million,,,,,,,,,,,,,6.187227,7.057218791,7.994765496,8.949186328,9.933568629,10.90935229,11.88195054,12.86869836,13.87849054,14.87821526,15.84026527,16.7320731,17.56143084,18.34567083,19.09519252,19.80366808,20.45861368,21.05130123,21.57947304,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,JPN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,4064.124653,3964.473304,3839.77064,3762.184545,3727.393391,3714.582205,3706.562855,3696.58495,3684.628096,3671.762591,3655.427667,3627.560193,3584.20265,3525.681491,3458.855444,3391.445207,3326.135448,3259.990389,3187.957087,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,JPN,Population,million,,,,,,,,,,,,,126.53592,125.5556856,123.2105004,119.7396305,115.4743767,110.7938149,105.8439747,100.73155,95.50165214,90.23085387,84.81050599,79.27337282,73.7896909,68.50886869,63.56315963,58.91004645,54.51601649,50.32932014,46.33103601,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KAZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,180.6763471,288.2652964,377.2569587,448.2491687,495.4318473,529.2919616,560.1026668,593.4845515,628.9390899,666.7248294,707.1238076,751.693103,801.1547505,855.5314515,913.8455052,975.5301472,1040.608356,1109.425983,1182.068818,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KAZ,Population,million,,,,,,,,,,,,,16.026367,16.89489146,17.73976209,18.47983356,19.13159368,19.75167378,20.39680219,21.02443659,21.59713575,22.08742153,22.52559175,22.93441749,23.33179395,23.70943944,24.04987131,24.34985184,24.6155721,24.85257597,25.06450276,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KEN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,47.01295901,63.40091258,83.94366373,111.5382315,143.193478,177.5416807,212.8761502,248.6568313,282.6827617,315.2244109,347.8240792,381.3463585,415.954634,451.4351562,487.7411635,524.740925,562.6220836,601.0365583,640.3093808,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KEN,Population,million,,,,,,,,,,,,,40.512682,46.24314527,52.53434108,59.16297497,66.20527832,73.41644898,80.85038479,88.38739183,95.94621982,103.2022151,110.2764653,117.1455225,124.0522992,130.8252716,137.4067531,143.7237868,149.7443304,155.4630838,160.9803508,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KGZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,12.495919,21.86796883,43.48080763,80.88907281,124.2296186,162.853104,192.2877595,214.6332845,232.7681794,249.2159723,265.6366376,283.3535621,302.8740845,324.2725892,347.3475968,372.0358468,398.4254169,426.7000328,456.9240295,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KGZ,Population,million,,,,,,,,,,,,,5.334223,5.653420682,5.996312143,6.335264556,6.6573347,6.959399347,7.242274922,7.503042433,7.739939539,7.948202132,8.13274019,8.305258702,8.465940912,8.613810093,8.751088885,8.882637646,9.011511145,9.137307168,9.257862149,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KHM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,25.11384108,37.47000673,54.39325819,77.82884302,103.645361,129.5508397,153.4196925,174.3747084,190.3222225,203.6950181,215.7791153,228.8018972,243.3178959,259.2154638,276.123701,293.9038503,313.2636923,334.686905,358.5873401,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KHM,Population,million,,,,,,,,,,,,,14.138255,14.96468912,15.94144315,16.92531167,17.84263275,18.61965792,19.35248298,20.07300876,20.7849936,21.44546944,22.00308274,22.47311487,22.91965868,23.3670012,23.86401305,24.37942255,24.93060544,25.50202066,26.11663949,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1214.993576,1326.21615,1365.089487,1372.372162,1379.029158,1383.858258,1378.074757,1362.112298,1335.980435,1303.012002,1264.603149,1222.835719,1179.928962,1137.073593,1094.8137,1052.785176,1010.934318,970.0733655,931.2865491,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KOR,Population,million,,,,,,,,,,,,,48.183584,48.74400904,48.90773906,48.66885644,48.00708895,46.93701295,45.4196932,43.47021541,41.15776759,38.63200125,36.02944105,33.44025858,30.92005632,28.50103483,26.20066083,24.02129817,21.98626301,20.12701092,18.45279802,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KWT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,116.3526592,141.7187092,148.4027575,142.9090113,137.7376104,138.1542988,150.0347117,168.2147044,190.8944624,217.8847531,246.1935629,274.9237281,304.1515134,334.6178413,366.8396407,400.7996933,435.8757888,471.3599,506.7523177,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,KWT,Population,million,,,,,,,,,,,,,2.736732,3.148555702,3.503069655,3.823790917,4.154027035,4.485020305,4.804359863,5.101397519,5.375648244,5.634133828,5.887254124,6.129027638,6.363530585,6.594911732,6.823673604,7.043567552,7.24382593,7.414661986,7.552119502,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LAO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,16.49381658,24.10650169,30.52507491,33.84722232,36.24761858,38.42740325,40.46556908,42.25567203,43.86977017,45.38465812,46.82186413,48.30979679,49.91596272,51.63955835,53.40154056,55.154079,56.97616429,58.91416146,61.01251327,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LAO,Population,million,,,,,,,,,,,,,6.200894,6.681115238,7.225665745,7.795754246,8.33466687,8.812188156,9.244942174,9.675328958,10.11072682,10.51169274,10.85821503,11.1625404,11.43628264,11.71990983,12.03229395,12.35680128,12.6902941,13.01732416,13.35076756,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LBN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,52.90499525,69.68880671,81.53278603,87.54240147,92.7552436,98.88777649,106.7639963,115.885931,125.3183829,134.1731348,142.1407301,149.3439323,156.1609369,163.1695383,170.8299302,179.5255586,189.5989828,201.2401806,214.4984674,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LBN,Population,million,,,,,,,,,,,,,4.227597,4.403618209,4.58956919,4.775951697,4.94953556,5.088066741,5.198255519,5.290549247,5.372779746,5.443159887,5.498660723,5.537983624,5.570178345,5.606414982,5.65315228,5.712485349,5.783077442,5.862280197,5.949048764,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LBR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.422911549,2.221021463,3.412838126,4.906999177,6.594591027,8.370609962,10.20937168,12.1182607,14.11235886,16.20381498,18.39732192,20.70716185,23.13749582,25.69769596,28.3876294,31.17171711,34.0075716,36.87469309,39.77594466,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LBR,Population,million,,,,,,,,,,,,,3.994122,4.83012476,5.691242524,6.562563963,7.476718097,8.401143168,9.341037009,10.30111055,11.2702917,12.2199905,13.14425444,14.03446897,14.87390335,15.65996904,16.38894511,17.02276947,17.56102961,18.00945151,18.37584708,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LBY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,121.6315801,128.680542,124.850398,119.0428507,119.5817792,126.2752447,138.1741489,153.7363404,171.3938212,189.8099936,208.0243222,225.8028105,243.4672598,261.6558618,280.872928,301.3612262,323.148209,346.350039,371.1794187,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LBY,Population,million,,,,,,,,,,,,,6.355112,6.958015378,7.54949522,8.09556886,8.616035555,9.137416703,9.677199434,10.21680677,10.72564485,11.17306569,11.56132668,11.91708746,12.27053213,12.63860833,13.01847854,13.39421436,13.75315369,14.09967593,14.44889752,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LCA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.09267522,2.58292098,2.84941102,3.100728873,3.36662781,3.666171122,4.025178764,4.419519065,4.798616965,5.13261205,5.434548101,5.734425357,6.050701769,6.371859796,6.693876221,7.021832954,7.375032909,7.766951716,8.207681765,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LCA,Population,million,,,,,,,,,,,,,0.174267,0.183593062,0.193312905,0.20270286,0.211350354,0.218896538,0.225626138,0.231689116,0.237097135,0.241675433,0.245557992,0.248900959,0.251968084,0.25498378,0.258127462,0.261540225,0.265352374,0.269634948,0.274390176,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LKA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,84.2289419,97.44074945,101.789178,100.4915257,100.691938,103.5073409,108.9363537,116.1589366,124.2228974,132.3312596,140.3132421,148.420292,156.5614592,164.8157496,173.7507031,183.7259078,194.8351918,206.8710145,219.8254219,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LKA,Population,million,,,,,,,,,,,,,20.859949,21.77329779,22.63398857,23.46156587,24.25673718,25.00109391,25.696694,26.32042338,26.889635,27.41862429,27.93483802,28.46426816,29.01498945,29.59628958,30.2238403,30.9055296,31.63931044,32.4218822,33.25779249,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LSO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,2.499693097,2.964122997,2.995537335,3.027137221,3.16237613,3.382527971,3.649511446,3.919805987,4.184584553,4.451558326,4.741789244,5.056471306,5.402583641,5.777551466,6.185577015,6.620494284,7.084032284,7.57728002,8.107247096,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LSO,Population,million,,,,,,,,,,,,,2.171317966,2.27477544,2.37576663,2.469323573,2.557855136,2.630444596,2.694768645,2.751680998,2.811104092,2.860282565,2.900878014,2.933572013,2.964350838,2.999538892,3.040290368,3.081255151,3.123996668,3.170458125,3.21762,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LTU,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,50.44228363,58.01086732,66.98554731,74.74185047,79.03698563,80.96345709,81.88739905,82.85566372,84.19291273,85.94057569,88.12595319,90.84369147,94.23808973,98.49732524,103.7526256,110.0843056,117.5208878,126.0454342,135.5441491,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LTU,Population,million,,,,,,,,,,,,,3.323611,3.266374716,3.224544679,3.191828751,3.151036853,3.09486156,3.038522755,2.994902288,2.963647415,2.937463808,2.910684051,2.882814915,2.859542481,2.850401828,2.860704465,2.888137446,2.925580706,2.96688933,3.008944839,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LUX,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,41.52657442,53.73366226,63.67146422,71.18344459,77.59855988,83.81849624,90.15381848,96.37505944,102.166835,107.3557144,111.8571362,115.6274717,118.732855,121.1595257,122.9356498,124.1134448,124.7487807,124.8057899,124.2236229,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LUX,Population,million,,,,,,,,,,,,,0.507448,0.544702293,0.570017436,0.588050134,0.603005141,0.615548991,0.625146417,0.630947005,0.632485223,0.630058005,0.624251954,0.61484593,0.602604847,0.587789174,0.570764961,0.551798462,0.53096388,0.508225522,0.483888139,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LVA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,28.51706744,34.53244306,39.95228398,45.58110877,49.01101953,50.83992322,51.96880705,52.90476836,53.7328381,54.71262973,55.88810791,57.3517525,59.16419795,61.42416976,64.15954888,67.42183336,71.23861876,75.57550363,80.34436995,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,LVA,Population,million,,,,,,,,,,,,,2.25206,2.18697657,2.133311338,2.085395196,2.036665373,1.987387077,1.943639296,1.903935349,1.867471828,1.834628104,1.804433136,1.774661008,1.747850064,1.727619923,1.71594795,1.713023827,1.716505209,1.722864792,1.729839736,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MAC,Population,million,,,,,,,,,,,,,0.543656,0.583510493,0.607646804,0.629445602,0.649112658,0.664459071,0.675910497,0.684545422,0.691478313,0.697304711,0.703018624,0.707767304,0.712186259,0.716517418,0.720789303,0.725645436,0.730710452,0.73528312,0.737970095,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MAR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,102.9664942,121.8717821,133.4011458,142.8204847,152.9648478,163.9952721,174.1958667,183.4239621,192.1502459,201.6188801,212.3763576,224.7373657,238.3996533,252.7083213,267.2856985,282.5733024,299.5819718,319.0472677,341.2371021,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MAR,Population,million,,,,,,,,,,,,,31.951412,33.70056635,35.6436885,37.67385097,39.54556311,41.14023232,42.50967487,43.81003697,45.10791736,46.34732686,47.46926673,48.44972919,49.3362857,50.23452514,51.26090164,52.46937874,53.83397241,55.29641424,56.80981879,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MDA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,10.7845179,14.24657241,24.51311634,40.44177251,56.02831839,67.09645632,73.12628038,75.97618347,77.15259851,77.75770664,78.27991445,79.13975043,80.55844271,82.69315492,85.54925544,89.13637325,93.47860473,98.61927914,104.5711417,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MDA,Population,million,,,,,,,,,,,,,3.572885,3.407464996,3.289488355,3.190702176,3.088786358,2.981380137,2.876597421,2.7805559,2.692029876,2.607347491,2.525477701,2.44939461,2.382995095,2.328901629,2.288173928,2.261143475,2.246337484,2.241536545,2.244910686,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MDG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.54693831,19.38091728,25.26360578,32.49692377,40.16215125,47.83439051,55.22127371,62.35249668,69.54590291,76.81382062,84.18623419,91.60691195,99.14292476,106.7507262,114.4080337,122.0202351,129.6213244,137.2685437,145.1125667,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MDG,Population,million,,,,,,,,,,,,,20.713819,23.81617219,27.38290834,31.28709311,35.41527781,39.5857354,43.81356139,48.16266446,52.62004739,57.04883452,61.42674255,65.71721658,69.93777804,74.07897132,78.07252429,81.8914318,85.5246681,88.97904879,92.26702192,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MDV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.766735782,1.870168029,2.221979711,2.55012968,2.832288101,3.100454127,3.365891013,3.674157921,3.995356595,4.290337762,4.5452019,4.790442109,5.035244262,5.266019133,5.454848467,5.60659082,5.754563858,5.93671373,6.173787769,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MDV,Population,million,,,,,,,,,,,,,0.315885,0.340104087,0.366413491,0.392199016,0.415847608,0.436761729,0.456613547,0.476480289,0.495876999,0.513056458,0.527132607,0.538301309,0.547405728,0.55510201,0.561829988,0.568452072,0.57622825,0.586388763,0.599194444,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MEX,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1293.83119,1525.100985,1806.508458,2168.235298,2548.089855,2939.754641,3331.48602,3733.268769,4177.8633,4657.213877,5138.819489,5609.800751,6071.577977,6542.454204,7032.883475,7550.546828,8102.042544,8693.054014,9333.785786,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MEX,Population,million,,,,,,,,,,,,,113.423047,120.7936455,128.7986719,137.1783427,145.5178825,153.3640757,160.857,168.1233813,175.1565965,181.808311,188.0866726,194.2516451,200.4183784,206.6044168,212.7511174,218.8562186,224.9843688,231.2389769,237.6485341,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MKD,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,15.87908766,20.2982694,26.97611538,34.63745913,41.88216315,48.09927547,53.27858367,57.74568282,61.85893282,65.78149561,69.64216402,73.47788117,77.41388307,81.63962136,86.28634211,91.36753622,96.82832942,102.6223135,108.6921398,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MKD,Population,million,,,,,,,,,,,,,2.060155697,2.09425499,2.127620505,2.156290563,2.181321545,2.199775843,2.215440162,2.232930774,2.253141517,2.273349649,2.292387137,2.304141297,2.312095354,2.320419942,2.330929026,2.342828698,2.354144122,2.363230641,2.36893131,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MLI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,13.42277976,19.74161838,24.60759932,30.21691065,36.84256187,44.21647561,52.04799058,60.11728973,68.29258443,76.47434939,84.62892783,92.83221038,101.1070898,109.5666543,118.2290944,127.1089932,136.168014,145.3889786,154.7675873,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MLI,Population,million,,,,,,,,,,,,,15.369809,17.99026993,20.93000414,24.13876961,27.64291053,31.24423974,34.84735239,38.44927357,41.96678775,45.32591187,48.50612517,51.53347726,54.34122544,57.00150977,59.43308077,61.6467945,63.63655117,65.39758535,66.95519728,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MLT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,8.76494831,9.812958124,10.81429645,12.03060317,13.37468943,14.6854356,15.90370356,17.06933282,18.22628323,19.39671464,20.60370058,21.86187214,23.17805585,24.57454122,26.08571178,27.75405511,29.61748347,31.70878836,34.03511364,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MLT,Population,million,,,,,,,,,,,,,0.416515,0.424377514,0.43166853,0.43665071,0.439275412,0.439134145,0.437478691,0.435965306,0.43564918,0.436386931,0.43764202,0.438373855,0.438568522,0.438819661,0.440060897,0.442882907,0.447279025,0.452928798,0.459127006,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MMR,Population,million,,,,,,,,,,,,,47.963012,49.44339836,50.92212565,52.35326003,53.53498873,54.1962955,54.5013536,54.50011621,54.43803822,54.26022664,54.09886828,53.87383872,53.73013826,53.6690109,53.78940174,54.19602958,54.74520694,55.49894069,56.38346898,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MNE,Population,million,,,,,,,,,,,,,0.63149,0.642449957,0.654340929,0.664711011,0.673938364,0.681237608,0.687222669,0.692911077,0.699286471,0.706207697,0.713493626,0.719079759,0.723339179,0.727223463,0.731545647,0.736298155,0.740963502,0.744946615,0.747975848,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MNG,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,9.639132642,11.86783486,15.17037722,18.12541469,20.51182711,22.43121906,24.1092718,25.78305316,27.42983027,29.03078886,30.55902669,32.07631703,33.67264233,35.42690514,37.3120241,39.26099122,41.22759093,43.21672886,45.26344415,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MNG,Population,million,,,,,,,,,,,,,2.756001,2.978287212,3.202143404,3.404948998,3.582636733,3.747362202,3.918398716,4.095356724,4.26315302,4.407894868,4.533102928,4.650553923,4.774285327,4.906224481,5.036328606,5.159270605,5.274269562,5.382119532,5.488564651,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MOZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,16.64892117,25.21132976,32.26480582,38.85236377,45.20227111,51.4642063,57.88732845,64.54026599,71.17822193,77.78396084,84.46276857,91.1782396,98.00354886,104.9385686,112.1131894,119.5620157,127.3245109,135.450565,144.0577748,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MOZ,Population,million,,,,,,,,,,,,,23.390765,26.09856923,28.9727145,31.99725971,35.19886141,38.25266457,41.19364932,44.0317268,46.76480163,49.46005404,52.00626651,54.29227423,56.51454734,58.55302094,60.52691973,62.38978525,64.12622573,65.78168805,67.36909341,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MRT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,4.938038491,7.17454243,9.027437344,10.84031449,12.56420393,14.26592859,16.00563499,17.87437787,19.87589398,22.05654757,24.37608809,26.79715572,29.27764021,31.83669751,34.50336179,37.29425683,40.24477238,43.38179566,46.76986154,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MRT,Population,million,,,,,,,,,,,,,3.459773,3.879247705,4.327024549,4.793983996,5.27699406,5.747761317,6.206254315,6.649235595,7.083626761,7.508861303,7.920654782,8.315875241,8.69382838,9.068945984,9.428704197,9.781145181,10.13054647,10.47234627,10.8149882,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MTQ,Population,million,,,,,,,,,,,,,0.405814,0.414913187,0.424212667,0.434143884,0.444076886,0.452670658,0.460013603,0.466658594,0.473536452,0.481217382,0.490358301,0.501127379,0.513534697,0.527317083,0.542005026,0.55763207,0.574241233,0.591925014,0.610532311,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MUS,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,12.18084854,13.7665163,14.48179136,14.73049694,15.07440833,15.68942166,16.63883508,17.79295893,19.08266126,20.39806658,21.7565296,23.24444996,24.91566665,26.82514099,28.93991967,31.17771954,33.52290198,36.03240248,38.82418298,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MUS,Population,million,,,,,,,,,,,,,1.299172,1.335305426,1.374720556,1.413901757,1.450005069,1.478452809,1.500530891,1.518710399,1.535522467,1.552210236,1.570456883,1.589620902,1.609849914,1.631866405,1.656869852,1.685951703,1.719565254,1.757699177,1.799813329,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MWI,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,9.803567882,13.09862034,17.89448425,23.56844833,30.56044579,39.02541315,48.93157096,60.20532987,72.98632213,87.34737941,103.2638776,120.6391796,139.3727488,159.2439984,180.089618,201.8225021,224.5587745,248.2640675,273.1606593,,,,,,,,,,
IIASA GDP,SSP3_v9_130219,MWI,Population,million,,,,,,,,,,,,,14.900841,17.40673916,20.35887565,23.77259054,27.73200997,32.13870625,37.01873349,42.35493703,48.03741428,53.90577425,59.90632493,65.99550128,72.10539289,78.25573831,84.34505075,90.34361773,96.27844687,102.0797696,107.7794109,,,,,,,,,,
