MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
OECD Env-Growth,SSP3_v9_130325,PRT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,215.791,224.643,230.606,228.259,247.043,263.175,276.71,286.843,294.2,299.939,305.628,311.969,318.422,323.698,326.637,328.068,329.005,329.307,329.045,327.843,324.936,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PRT,Population,million,,,,,,,,,,,10.336,10.544,10.676,10.732,10.702,10.589,10.434,10.258,10.05,9.797,9.495,9.15,8.779,8.388,7.991,7.603,7.232,6.878,6.533,6.192,5.857,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PRY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,20.276,23.006,30.001,37.391,47.285,59.593,73.497,88.396,104.907,122.868,142.115,162.711,184.682,208.16,233.31,260.144,288.434,317.99,349.123,382.071,417.172,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PRY,Population,million,,,,,,,,,,,5.344,5.898,6.455,7.032,7.655,8.3,8.942,9.555,10.149,10.734,11.309,11.858,12.376,12.868,13.338,13.797,14.246,14.685,15.117,15.537,15.944,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PSE,GDP|PPP,billion US$2005/yr,,,,,,,,,,,9.599,8.812,11.054,13.976,18.654,25.159,33.173,42.545,53.705,66.822,82.094,99.449,118.781,140.682,165.483,193.504,224.821,259.381,297.342,339.12,385.331,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PSE,Population,million,,,,,,,,,,,3.199,3.556,4.039,4.542,5.093,5.694,6.311,6.916,7.511,8.111,8.726,9.346,9.96,10.58,11.211,11.861,12.532,13.22,13.922,14.636,15.364,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PYF,GDP|PPP,billion US$2005/yr,,,,,,,,,,,4.144,4.593,4.493,4.899,5.188,5.448,5.684,5.971,6.358,6.827,7.349,7.919,8.575,9.331,10.216,11.2,12.253,13.391,14.638,16.017,17.541,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,PYF,Population,million,,,,,,,,,,,0.238,0.255,0.271,0.287,0.304,0.321,0.337,0.352,0.365,0.38,0.394,0.408,0.422,0.436,0.451,0.468,0.485,0.503,0.523,0.543,0.565,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,QAT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,38.311,57.069,122.76,199.745,255.913,301.869,335.91,359.344,377.102,389.127,398.197,410.559,422.376,435.856,449.154,461.413,472.424,482.286,491.128,498.298,503.454,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,QAT,Population,million,,,,,,,,,,,0.591,0.821,1.759,2.236,2.45,2.625,2.79,2.945,3.09,3.221,3.329,3.416,3.486,3.537,3.577,3.613,3.651,3.693,3.734,3.765,3.778,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ROU,GDP|PPP,billion US$2005/yr,,,,,,,,,,,153.464,202.526,234.124,256.357,300.818,341.759,374.222,393.929,407.964,416.883,424.193,429.437,438.468,448.562,460.208,473.206,487.634,503.357,521.368,541.869,564.71,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ROU,Population,million,,,,,,,,,,,22.192,21.772,21.486,21.203,20.956,20.688,20.381,20.028,19.655,19.273,18.875,18.437,17.963,17.494,17.087,16.782,16.588,16.488,16.459,16.474,16.519,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,RUS,GDP|PPP,billion US$2005/yr,,,,,,,,,,,1260.058,1696.729,2015.118,2449.057,2914.395,3357.992,3777.636,4152.523,4459.877,4641.809,4720.246,4795.705,4958.011,5185.711,5439.27,5697.387,5960.025,6196.671,6452.196,6711.39,6951.177,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,RUS,Population,million,,,,,,,,,,,146.758,143.843,142.958,142.623,141.783,140.16,138.271,136.476,135.257,134.598,134.315,134.319,134.629,135.239,136.352,138.003,140.019,142.23,144.524,146.816,149.032,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,RWA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,5.353,7.734,11.057,15.925,22.27,29.97,38.695,47.983,58.621,70.776,84.64,100.801,119.811,141.854,166.935,194.836,225.513,259.002,295.446,334.669,376.453,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,RWA,Population,million,,,,,,,,,,,8.098,9.202,10.624,12.279,14.042,15.849,17.769,19.764,21.877,24.035,26.177,28.235,30.18,32.12,34.02,35.876,37.648,39.311,40.864,42.316,43.676,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SAU,GDP|PPP,billion US$2005/yr,,,,,,,,,,,407.348,490.578,563.632,731.455,900.64,1093.311,1329.943,1570.287,1813.803,2027.661,2190.211,2310.447,2408.984,2504.315,2604.364,2717.437,2847.964,2991.431,3147.392,3313.091,3486.56,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SAU,Population,million,,,,,,,,,,,20.045,24.041,27.448,31.057,34.708,38.241,41.845,45.444,49.058,52.678,56.289,59.831,63.311,66.693,70.037,73.373,76.672,79.86,82.877,85.679,88.239,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SDN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,47.757,61.955,88.125,100.316,146.679,190.2,239.335,293.722,358.799,435.379,523.304,623.845,740.613,876.514,1033.527,1212.71,1411.618,1632.114,1876.295,2146.518,2440.325,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SDN,Population,million,,,,,,,,,,,34.188,38.41,43.552,49.884,56.995,64.626,72.359,80.525,89.475,99.314,109.699,120.316,131.034,141.931,153.029,164.162,175.009,185.342,195.441,205.661,215.801,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SEN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,14.517,18.232,21.61,26.77,35.615,46.109,57.881,70.399,85.155,102.493,122.71,146.369,173.965,206.155,243.252,285.411,332.78,385.436,443.882,508.461,579.748,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SEN,Population,million,,,,,,,,,,,9.506,10.872,12.434,14.257,16.356,18.658,21.141,23.693,26.327,29.026,31.779,34.536,37.269,40.042,42.853,45.696,48.585,51.498,54.429,57.37,60.338,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SGP,GDP|PPP,billion US$2005/yr,,,,,,,,,,,153.314,193.557,264.851,318.929,376.162,419.856,448.454,464.173,474.666,480.377,482.097,484.167,485.531,485.233,486.099,487.42,488.271,486.235,481.48,474.255,466.093,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SGP,Population,million,,,,,,,,,,,3.919,4.266,5.086,5.468,5.636,5.775,5.9,5.984,6.02,6.02,6.006,5.991,5.981,5.956,5.912,5.855,5.793,5.733,5.676,5.616,5.547,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SLB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0.924,0.974,1.308,1.719,2.165,2.764,3.437,4.158,4.97,5.894,6.94,8.107,9.397,10.815,12.354,14.026,15.85,17.805,19.898,22.128,24.524,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SLB,Population,million,,,,,,,,,,,0.409,0.47,0.538,0.606,0.678,0.752,0.828,0.904,0.978,1.05,1.12,1.187,1.253,1.316,1.375,1.43,1.483,1.532,1.579,1.624,1.668,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SLE,GDP|PPP,billion US$2005/yr,,,,,,,,,,,1.758,3.334,4.352,7.236,9.301,11.974,15.142,18.597,22.619,27.304,32.722,38.946,46.004,53.856,62.534,72.007,82.313,93.372,105.177,117.767,131.16,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SLE,Population,million,,,,,,,,,,,4.143,5.153,5.868,6.608,7.37,8.143,8.947,9.733,10.491,11.225,11.932,12.601,13.222,13.786,14.296,14.744,15.153,15.513,15.828,16.113,16.354,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SLV,GDP|PPP,billion US$2005/yr,,,,,,,,,,,30.717,34.501,37.019,40.757,47.412,54.392,61.061,67.489,74.515,82.054,89.977,98.124,106.517,115.799,126.469,138.234,150.83,164.164,178.508,194.131,211.306,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SLV,Population,million,,,,,,,,,,,5.94,6.051,6.193,6.401,6.676,6.991,7.293,7.572,7.839,8.098,8.347,8.575,8.78,8.977,9.17,9.361,9.556,9.759,9.979,10.22,10.487,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SOM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0,0,0.315,0.349,0.455,0.614,0.81,1.022,1.291,1.641,2.093,2.665,3.377,4.253,5.323,6.617,8.164,9.986,12.098,14.526,17.29,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SOM,Population,million,,,,,,,,,,,7.399,8.36,9.331,10.49,11.844,13.457,15.271,17.138,19.021,20.878,22.721,24.508,26.271,27.981,29.652,31.273,32.846,34.375,35.831,37.268,38.596,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SRB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,48.866,63.373,69.977,75.67,84.747,94.445,102.81,108.937,114.096,118.698,123.484,129.227,136.097,143.438,150.885,158.828,167.313,175.924,184.671,193.57,202.822,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SRB,Population,million,,,,,,,,,,,10.134,9.856,9.856,9.789,9.756,9.743,9.749,9.743,9.723,9.701,9.696,9.711,9.743,9.762,9.772,9.788,9.819,9.868,9.922,9.971,10.011,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,STP,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0,0.216,0.29,0.483,1.024,1.475,1.97,2.473,3.011,3.577,4.168,4.779,5.39,6.014,6.661,7.339,8.045,8.769,9.509,10.275,11.078,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,STP,Population,million,,,,,,,,,,,0.141,0.153,0.165,0.178,0.192,0.208,0.224,0.239,0.253,0.266,0.278,0.289,0.3,0.309,0.319,0.327,0.336,0.345,0.354,0.363,0.372,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SUR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,2.317,3.06,3.73,4.661,5.965,7.394,8.823,10.217,11.67,13.218,14.826,16.508,18.257,20.037,21.929,23.992,26.156,28.389,30.672,33.025,35.509,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SUR,Population,million,,,,,,,,,,,0.467,0.499,0.525,0.551,0.581,0.612,0.644,0.673,0.7,0.725,0.751,0.777,0.803,0.827,0.851,0.875,0.899,0.924,0.948,0.971,0.994,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SVK,GDP|PPP,billion US$2005/yr,,,,,,,,,,,68.571,87.124,109.477,127.663,147.51,164.428,179.723,192.917,203.499,210.587,214.592,216.487,217.738,218.585,217.859,215.032,210.649,205.489,200.146,194.916,189.534,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SVK,Population,million,,,,,,,,,,,5.405,5.415,5.462,5.509,5.519,5.48,5.389,5.258,5.1,4.928,4.743,4.542,4.322,4.08,3.828,3.582,3.352,3.141,2.945,2.758,2.576,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SVN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,39.312,46.961,51.321,54.894,60.069,64.352,68.272,71.943,75.208,77.635,79.268,80.369,81.381,82.123,82.32,81.78,80.72,79.45,78.144,76.791,75.174,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SVN,Population,million,,,,,,,,,,,1.985,2.002,2.03,2.052,2.053,2.034,2,1.959,1.914,1.864,1.808,1.748,1.683,1.615,1.547,1.48,1.413,1.348,1.283,1.218,1.151,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SWE,GDP|PPP,billion US$2005/yr,,,,,,,,,,,259.114,295.27,316.691,360.623,401.093,435.99,465.361,490.676,515.244,538.227,556.951,569.871,582.029,598.171,611.562,619.912,624.546,625.515,625.024,624.758,623.053,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SWE,Population,million,,,,,,,,,,,8.86,9.029,9.38,9.681,9.912,10.057,10.119,10.132,10.127,10.113,10.08,10.015,9.915,9.774,9.607,9.417,9.199,8.951,8.679,8.387,8.075,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SWZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,4.496,4.99,5.638,5.508,5.801,6.429,7.193,8.051,9.05,10.18,11.375,12.657,14.088,15.674,17.479,19.52,21.776,24.267,27.027,30.088,33.454,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SWZ,Population,million,,,,,,,,,,,1.064,1.105,1.186,1.268,1.336,1.395,1.449,1.495,1.538,1.582,1.62,1.655,1.688,1.715,1.747,1.785,1.828,1.875,1.922,1.971,2.022,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SYR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,60.048,76.403,96.934,110.406,164.962,216.17,273.723,334.821,401.744,475.554,555.956,641.125,729.219,821.227,918.973,1026.277,1142.67,1264.365,1391.589,1526.545,1673.309,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,SYR,Population,million,,,,,,,,,,,15.989,18.484,20.411,22.419,24.699,27.193,29.793,32.294,34.668,36.995,39.377,41.778,44.123,46.361,48.504,50.607,52.715,54.833,56.94,59.034,61.129,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TCD,GDP|PPP,billion US$2005/yr,,,,,,,,,,,6.17,13.445,15.011,18.426,22.116,27.99,35.807,45.276,57.139,71.537,88.712,108.844,131.967,158.2,187.546,219.949,254.995,292.513,332.195,373.662,417.46,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TCD,Population,million,,,,,,,,,,,8.222,9.786,11.227,12.911,14.782,16.85,19.092,21.384,23.683,25.99,28.271,30.469,32.554,34.52,36.369,38.115,39.745,41.249,42.609,43.793,44.904,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TGO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,4.391,4.641,5.414,6.913,9.103,11.661,14.372,17.106,20.306,24.07,28.424,33.396,39.01,45.335,52.4,60.219,68.747,77.916,87.726,98.259,109.528,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TGO,Population,million,,,,,,,,,,,4.794,5.408,6.028,6.662,7.332,8.018,8.711,9.364,9.977,10.551,11.103,11.607,12.056,12.457,12.801,13.106,13.384,13.638,13.873,14.099,14.294,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,THA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,347.154,445.195,530.367,652.046,829.287,1012.982,1184.014,1326.854,1455.361,1571.323,1678.959,1783.859,1888.996,1995.138,2105.407,2223.368,2344.887,2466.466,2589.317,2715.547,2849.267,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,THA,Population,million,,,,,,,,,,,63.155,66.698,69.122,71.21,73.046,74.553,75.698,76.319,76.468,76.297,75.951,75.624,75.362,75.063,74.872,74.856,75.023,75.408,75.953,76.575,77.291,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TJK,GDP|PPP,billion US$2005/yr,,,,,,,,,,,5.98,9.682,13.333,18.04,23.624,31.02,39.647,48.749,59.31,71.043,83.513,96.481,110.142,125.12,141.686,159.847,179.42,199.961,221.682,244.951,270.143,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TJK,Population,million,,,,,,,,,,,6.173,6.453,6.879,7.322,7.855,8.449,9.016,9.518,9.98,10.426,10.868,11.282,11.651,11.992,12.312,12.62,12.93,13.233,13.528,13.812,14.09,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TKM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,10.454,22.609,37.42,55.464,84.798,117.933,152.414,187.436,221.765,253.934,283.146,306.295,328.56,349.709,367.731,382.543,393.523,400.49,404.761,407.349,408.905,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TKM,Population,million,,,,,,,,,,,4.501,4.748,5.042,5.358,5.697,6.027,6.325,6.577,6.804,7.013,7.205,7.368,7.494,7.594,7.675,7.749,7.824,7.899,7.972,8.041,8.107,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TLS,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0.975,0.968,1.481,2.341,3.574,5.092,6.829,8.709,10.967,13.664,16.756,20.233,24.04,28.292,33.089,38.411,44.225,50.465,57.076,64.111,71.691,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TLS,Population,million,,,,,,,,,,,0.83,1.01,1.124,1.27,1.46,1.695,1.956,2.225,2.499,2.782,3.086,3.397,3.708,4.018,4.326,4.638,4.963,5.298,5.632,5.965,6.3,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TON,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0.379,0.418,0.423,0.464,0.522,0.608,0.706,0.804,0.91,1.032,1.176,1.343,1.522,1.72,1.939,2.185,2.467,2.787,3.143,3.53,3.954,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TON,Population,million,,,,,,,,,,,0.098,0.101,0.104,0.108,0.114,0.121,0.129,0.137,0.144,0.15,0.157,0.163,0.169,0.176,0.183,0.19,0.196,0.203,0.209,0.217,0.224,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TTO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,17.969,26.384,31.079,33.52,38.735,43.08,46.404,48.988,50.982,52.146,52.578,53.015,53.783,54.685,55.494,56.166,56.828,57.625,58.674,59.947,61.401,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TTO,Population,million,,,,,,,,,,,1.292,1.315,1.341,1.368,1.392,1.409,1.417,1.418,1.412,1.4,1.382,1.359,1.333,1.306,1.281,1.259,1.241,1.228,1.221,1.218,1.219,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TUN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,58.121,72.032,89.757,102.629,135.489,173.252,213.338,253.28,293.374,331.508,364.705,394.781,423.633,452.847,481.012,507.856,534.16,560.109,586.496,614.27,644.255,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TUN,Population,million,,,,,,,,,,,9.456,9.912,10.481,11.042,11.595,12.113,12.556,12.905,13.2,13.466,13.707,13.9,14.031,14.102,14.146,14.214,14.338,14.525,14.75,14.986,15.225,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TUR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,625.062,780.933,912.432,1153.361,1431.102,1682.006,1902.175,2099.393,2294.494,2481.959,2664.256,2846.911,3029.242,3217.066,3414.954,3621.197,3828.768,4035.786,4244.352,4455.889,4672.712,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TUR,Population,million,,,,,,,,,,,63.628,68.143,72.752,77.573,82.619,87.62,92.424,96.835,101.004,105.133,109.227,113.14,116.87,120.45,124.042,127.787,131.741,135.844,140.066,144.384,148.784,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TZA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,28.708,40.354,56.273,77.377,108.36,149.256,198.298,254.168,320.639,399.987,494.779,606.078,735.495,884.135,1053.288,1241.36,1448.189,1673.933,1917.707,2180.166,2461.606,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,TZA,Population,million,,,,,,,,,,,34.038,38.831,44.841,51.84,59.857,68.69,78.347,88.404,98.92,109.736,120.723,131.466,142.023,152.293,162.51,172.445,182.215,191.847,201.091,210.057,218.654,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,UGA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,18.73,25.903,38.411,52.162,74.534,103.283,138.329,179.613,231.654,297.424,379.797,481.498,605.367,754.719,931.984,1137.773,1372.887,1636.867,1929.574,2252.648,2604.528,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,UGA,Population,million,,,,,,,,,,,24.213,28.431,33.425,39.64,47.006,55.448,65.143,75.769,87.397,99.938,113.302,126.879,140.529,154.212,167.912,181.496,195.065,208.172,220.756,233.12,244.807,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,UKR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,181.775,263.007,276.283,331.56,391.36,453.514,511.526,561.15,607.553,649.29,688.468,733.607,790.435,857.247,928.94,1001.457,1075.479,1152.208,1233.504,1319.054,1406.623,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,UKR,Population,million,,,,,,,,,,,48.892,46.924,45.448,44.151,43.02,41.958,40.97,40.064,39.368,38.856,38.501,38.259,38.129,38.084,38.145,38.343,38.649,39.01,39.387,39.749,40.082,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,URY,GDP|PPP,billion US$2005/yr,,,,,,,,,,,31.718,32.009,42.434,52.081,62.352,71.769,79.884,86.535,92.544,98.11,103.624,108.935,114.108,119.527,125.307,131.465,137.882,144.387,151.115,158.211,165.926,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,URY,Population,million,,,,,,,,,,,3.319,3.323,3.369,3.419,3.481,3.553,3.625,3.684,3.733,3.776,3.814,3.847,3.877,3.908,3.941,3.978,4.021,4.07,4.126,4.191,4.266,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,USA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,11225.241,12622.125,13087.12,14652.175,16642.448,18224.426,19477.085,20484.661,21325.099,22008.293,22472.579,22818.202,23094.748,23294.135,23284.627,23077.905,22792.115,22394.517,21938.314,21453.399,20908.321,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,USA,Population,million,,,,,,,,,,,282.496,296.82,310.384,320.589,328.774,334.248,337.347,338.897,338.918,337.277,334.232,330.421,326.108,321.135,315.313,308.494,300.574,291.731,282.232,272.219,261.774,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,UZB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,40.237,52.359,78.648,110.001,149.025,195.743,242.512,286.928,332.843,378.643,423.003,469.183,520.099,578.309,641.911,708.419,776.101,842.91,910.579,980.551,1053.176,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,UZB,Population,million,,,,,,,,,,,24.776,25.947,27.445,29.075,30.878,32.703,34.348,35.725,36.969,38.168,39.297,40.264,41.023,41.634,42.153,42.641,43.119,43.586,44.044,44.498,44.953,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VCT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0.808,0.963,1.037,1.147,1.349,1.502,1.615,1.713,1.826,1.954,2.095,2.251,2.419,2.608,2.824,3.063,3.318,3.586,3.871,4.178,4.512,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VCT,Population,million,,,,,,,,,,,0.108,0.109,0.109,0.111,0.114,0.118,0.121,0.124,0.127,0.129,0.132,0.134,0.136,0.138,0.14,0.142,0.144,0.147,0.149,0.152,0.156,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VEN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,232.522,263.762,316.397,384.641,449.114,525.532,620.159,735.455,874.948,1035.92,1207.203,1377.925,1540.782,1688.626,1820.784,1942.026,2056.496,2166.054,2273.986,2381.594,2490.373,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VEN,Population,million,,,,,,,,,,,24.348,26.664,28.98,31.367,33.85,36.301,38.7,40.947,43.081,45.131,47.097,48.931,50.629,52.191,53.639,54.995,56.296,57.568,58.825,60.071,61.304,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VNM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,123.993,178.075,249.923,335.61,472.887,610.703,745.518,870.905,999.625,1130.648,1255.851,1375.659,1495.577,1626.692,1758.334,1884.491,2004.726,2122.707,2245.713,2376.769,2515.297,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VNM,Population,million,,,,,,,,,,,78.758,83.161,87.848,92.721,97.488,101.67,105.134,107.872,110.042,111.629,112.599,112.921,112.732,112.22,111.548,110.82,110.119,109.576,109.322,109.397,109.731,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VUT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0.702,0.739,0.957,1.15,1.403,1.736,2.129,2.563,3.072,3.663,4.335,5.094,5.942,6.881,7.911,9.033,10.25,11.549,12.928,14.386,15.927,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,VUT,Population,million,,,,,,,,,,,0.185,0.211,0.24,0.268,0.299,0.332,0.365,0.397,0.429,0.46,0.491,0.52,0.549,0.575,0.6,0.623,0.644,0.664,0.683,0.7,0.716,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,WSM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,0.54,0.691,0.722,0.8,0.927,1.081,1.233,1.374,1.533,1.726,1.958,2.214,2.479,2.762,3.078,3.446,3.868,4.335,4.839,5.378,5.969,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,WSM,Population,million,,,,,,,,,,,0.177,0.18,0.183,0.188,0.197,0.209,0.222,0.234,0.244,0.254,0.263,0.272,0.282,0.292,0.303,0.313,0.323,0.333,0.344,0.356,0.368,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,YEM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,37.573,46.172,57.076,57.003,72.648,94.993,123.098,156.377,196.657,243.628,297.366,359.772,432.478,517.122,613.572,721.391,839.253,965.414,1099.773,1242.521,1393.771,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,YEM,Population,million,,,,,,,,,,,17.723,20.649,24.053,28.057,32.796,38.112,43.795,49.678,55.925,62.56,69.474,76.434,83.317,90.061,96.812,103.534,110.199,116.788,123.168,129.292,135.274,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ZAF,GDP|PPP,billion US$2005/yr,,,,,,,,,,,336.204,405.757,474.761,568.648,696.646,822.564,933.803,1031.876,1123.217,1207.489,1287.887,1369.24,1455.33,1544.62,1637.506,1731.903,1825.894,1919.841,2013.397,2106.801,2202.225,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ZAF,Population,million,,,,,,,,,,,44.76,47.793,50.133,52.248,54.009,55.564,57.007,58.268,59.423,60.506,61.625,62.671,63.633,64.59,65.532,66.444,67.359,68.335,69.283,70.227,71.179,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ZMB,GDP|PPP,billion US$2005/yr,,,,,,,,,,,10.495,13.269,18.112,25.671,36.695,50.518,67.24,86.543,110.301,139.179,174.253,216.642,267.183,327.089,396.902,476.374,565.801,664.571,773.331,892.201,1020.71,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ZMB,Population,million,,,,,,,,,,,10.202,11.462,13.089,15.228,17.81,20.602,23.694,27.023,30.559,34.175,37.94,41.631,45.253,48.905,52.551,56.154,59.772,63.248,66.675,70.03,73.254,,,,,,,,,,
OECD Env-Growth,SSP3_v9_130325,ZWE,GDP|PPP,billion US$2005/yr,,,,,,,,,,,8.696,5.908,5.221,6.431,7.468,9.131,11.391,14.285,18.212,23.352,29.848,37.879,47.593,59.374,73.51,90.146,109.317,131.079,155.561,182.953,213.415,,,,,,,,,,
