seg,segID
RussianFederation10012,10012
RussianFederation2654,2654
RussianFederation10007,10007
RussianFederation10041,10041
RussianFederation10042,10042
RussianFederation10043,10043
RussianFederation10044,10044
RussianFederation10045,10045
RussianFederation10066,10066
RussianFederation10067,10067
RussianFederation10068,10068
RussianFederation10069,10069
RussianFederation10070,10070
RussianFederation10071,10071
RussianFederation2638,2638
RussianFederation2639,2639
RussianFederation2640,2640
RussianFederation2653,2653
RussianFederation10047,10047
RussianFederation10048,10048
RussianFederation10049,10049
RussianFederation10050,10050
RussianFederation10051,10051
RussianFederation10052,10052
RussianFederation10053,10053
RussianFederation10056,10056
RussianFederation10057,10057
RussianFederation10058,10058
RussianFederation10062,10062
RussianFederation10064,10064
RussianFederation10076,10076
RussianFederation10077,10077
RussianFederation10078,10078
RussianFederation10079,10079
RussianFederation10080,10080
RussianFederation10081,10081
RussianFederation10082,10082
RussianFederation10083,10083
RussianFederation10084,10084
RussianFederation10085,10085
RussianFederation10086,10086
RussianFederation10087,10087
RussianFederation10088,10088
RussianFederation10112,10112
RussianFederation10113,10113
RussianFederation2632,2632
RussianFederation2635,2635
RussianFederation2636,2636
RussianFederation2637,2637
RussianFederation2641,2641
RussianFederation2642,2642
RussianFederation2643,2643
RussianFederation2644,2644
RussianFederation2645,2645
RussianFederation2646,2646
RussianFederation2647,2647
RussianFederation2648,2648
RussianFederation2649,2649
RussianFederation2650,2650
RussianFederation2651,2651
RussianFederation2652,2652
RussianFederation10089,10089
RussianFederation10090,10090
RussianFederation10091,10091
RussianFederation10092,10092
RussianFederation10093,10093
RussianFederation10094,10094
RussianFederation10095,10095
RussianFederation10096,10096
RussianFederation10097,10097
RussianFederation10098,10098
RussianFederation10099,10099
RussianFederation10100,10100
RussianFederation10101,10101
RussianFederation10102,10102
RussianFederation10103,10103
RussianFederation10104,10104
RussianFederation10105,10105
RussianFederation10106,10106
RussianFederation10107,10107
RussianFederation10108,10108
RussianFederation10109,10109
RussianFederation10110,10110
RussianFederation10111,10111
RussianFederation2631,2631
RussianFederation2633,2633
RussianFederation2634,2634
RussianFederation10182,10182
RussianFederation10187,10187
RussianFederation2629,2629
RussianFederation2630,2630
RussianFederation10220,10220
RussianFederation10227,10227
RussianFederation10228,10228
RussianFederation10229,10229
RussianFederation2667,2667
RussianFederation2672,2672
RussianFederation2673,2673
RussianFederation9518,9518
RussianFederation2658,2658
RussianFederation2659,2659
RussianFederation2660,2660
RussianFederation2661,2661
RussianFederation2662,2662
RussianFederation2663,2663
RussianFederation2664,2664
RussianFederation2665,2665
RussianFederation2666,2666
RussianFederation2668,2668
RussianFederation2669,2669
RussianFederation2670,2670
RussianFederation2671,2671
RussianFederation9522,9522
RussianFederation9523,9523
RussianFederation9524,9524
RussianFederation9540,9540
RussianFederation9542,9542
RussianFederation9543,9543
RussianFederation9544,9544
RussianFederation9551,9551
RussianFederation9552,9552
RussianFederation9553,9553
RussianFederation9554,9554
RussianFederation9555,9555
RussianFederation9556,9556
RussianFederation9591,9591
RussianFederation9636,9636
RussianFederation2655,2655
RussianFederation2656,2656
RussianFederation2657,2657
RussianFederation9725,9725
RussianFederation9727,9727
RussianFederation9751,9751
RussianFederation9775,9775
RussianFederation9895,9895
RussianFederation9913,9913
RussianFederation9957,9957
RussianFederation9959,9959
RussianFederation2624,2624
RussianFederation2626,2626
RussianFederation2627,2627
RussianFederation2628,2628
RussianFederation2623,2623
RussianFederation2625,2625
RussianFederation9387,9387
RussianFederation2724,2724
RussianFederation2725,2725
RussianFederation2722,2722
RussianFederation2723,2723
RussianFederation9286,9286
RussianFederation2717,2717
RussianFederation2718,2718
RussianFederation2719,2719
RussianFederation2720,2720
RussianFederation2721,2721
RussianFederation9292,9292
RussianFederation9359,9359
RussianFederation9382,9382
RussianFederation2716,2716
RussianFederation2622,2622
RussianFederation10222,10222
RussianFederation2621,2621
RussianFederation2618,2618
RussianFederation2619,2619
RussianFederation2620,2620
RussianFederation2614,2614
RussianFederation2615,2615
RussianFederation2616,2616
RussianFederation2617,2617
RussianFederation2609,2609
RussianFederation2610,2610
RussianFederation2611,2611
RussianFederation2612,2612
RussianFederation2613,2613
RussianFederation2597,2597
RussianFederation2598,2598
RussianFederation2599,2599
RussianFederation2600,2600
RussianFederation2601,2601
RussianFederation2602,2602
RussianFederation2603,2603
RussianFederation2604,2604
RussianFederation2605,2605
RussianFederation2606,2606
RussianFederation2607,2607
RussianFederation2608,2608
RussianFederation2587,2587
RussianFederation2588,2588
RussianFederation2589,2589
RussianFederation2590,2590
RussianFederation2591,2591
RussianFederation2592,2592
RussianFederation2593,2593
RussianFederation2594,2594
RussianFederation2595,2595
RussianFederation2596,2596
RussianFederation2585,2585
RussianFederation2586,2586
RussianFederation2583,2583
RussianFederation2584,2584
RussianFederation2577,2577
RussianFederation2578,2578
RussianFederation2579,2579
RussianFederation2580,2580
RussianFederation2581,2581
RussianFederation2582,2582
RussianFederation11445,11445
RussianFederation11446,11446
RussianFederation11447,11447
RussianFederation11448,11448
RussianFederation11449,11449
RussianFederation11450,11450
RussianFederation11451,11451
RussianFederation11452,11452
RussianFederation11469,11469
RussianFederation11470,11470
RussianFederation11471,11471
RussianFederation11472,11472
RussianFederation10271,10271
RussianFederation10353,10353
RussianFederation10438,10438
RussianFederation10442,10442
RussianFederation10451,10451
RussianFederation10501,10501
RussianFederation10502,10502
RussianFederation10503,10503
RussianFederation10454,10454
RussianFederation10510,10510
RussianFederation10512,10512
RussianFederation10513,10513
RussianFederation10514,10514
RussianFederation10515,10515
RussianFederation10516,10516
RussianFederation10521,10521
RussianFederation10525,10525
RussianFederation10631,10631
RussianFederation10638,10638
RussianFederation10666,10666
RussianFederation10676,10676
RussianFederation10677,10677
RussianFederation10678,10678
RussianFederation11359,11359
RussianFederation11429,11429
RussianFederation11442,11442
RussianFederation11443,11443
RussianFederation11444,11444
RussianFederation11614,11614
RussianFederation11615,11615
RussianFederation11616,11616
RussianFederation11461,11461
RussianFederation11462,11462
RussianFederation11463,11463
RussianFederation11464,11464
RussianFederation11465,11465
RussianFederation11617,11617
RussianFederation11618,11618
RussianFederation11619,11619
RussianFederation11620,11620
RussianFederation11621,11621
RussianFederation11622,11622
RussianFederation11724,11724
RussianFederation11725,11725
RussianFederation11736,11736
RussianFederation2968,2968
RussianFederation2969,2969
RussianFederation2975,2975
RussianFederation2976,2976
RussianFederation2977,2977
RussianFederation2979,2979
RussianFederation2980,2980
RussianFederation2981,2981
RussianFederation2982,2982
RussianFederation2983,2983
RussianFederation2978,2978
RussianFederation2984,2984
RussianFederation2985,2985
RussianFederation2986,2986
RussianFederation2987,2987
RussianFederation2988,2988
Turkey543,543
Turkey717,717
Turkey9247,9247
Turkey723,723
UnitedKingdom8828,8828
Georgia665,665
Georgia666,666
Georgia667,667
Georgia668,668
Georgia669,669
Georgia672,672
Georgia673,673
Georgia674,674
Georgia675,675
Georgia676,676
Georgia670,670
Georgia671,671
Greece9261,9261
Greece9262,9262
Greece9242,9242
Greece9245,9245
Greece9241,9241
Greece9244,9244
Greece9243,9243
Japan11578,11578
Japan11579,11579
Japan11612,11612
Japan11625,11625
Japan11485,11485
Japan11570,11570
Japan11564,11564
Japan11565,11565
Japan11566,11566
Japan11567,11567
Japan11568,11568
Japan11569,11569
Japan11571,11571
Japan11572,11572
Japan11574,11574
Japan11575,11575
Japan11576,11576
Japan11577,11577
Japan11580,11580
Japan11581,11581
Japan11573,11573
Japan11389,11389
Japan11390,11390
Japan11399,11399
Japan11400,11400
Japan11373,11373
Japan11374,11374
Japan11375,11375
Japan11376,11376
Japan11377,11377
Japan11378,11378
Japan11379,11379
Japan11382,11382
Japan11383,11383
Japan11478,11478
Japan11401,11401
Japan11404,11404
Japan11408,11408
Japan11410,11410
Japan11411,11411
Japan11412,11412
Japan11413,11413
Japan11414,11414
Japan11422,11422
Japan11363,11363
Japan11366,11366
Japan11367,11367
Japan11368,11368
Japan11369,11369
Japan11370,11370
Japan11371,11371
Japan11372,11372
Japan11393,11393
Japan11394,11394
Japan11395,11395
Japan11396,11396
Japan11403,11403
Japan11405,11405
Japan11406,11406
Japan11397,11397
Japan11398,11398
Japan11402,11402
Japan11563,11563
Japan11583,11583
Japan11584,11584
Japan11613,11613
Japan11623,11623
Japan11624,11624
Japan11628,11628
Japan11629,11629
Japan11630,11630
Japan11407,11407
Japan11409,11409
Japan11415,11415
Japan11416,11416
Japan11417,11417
Japan11418,11418
Japan11419,11419
Japan11420,11420
Japan11421,11421
Japan11361,11361
Japan11362,11362
Japan11364,11364
Japan11391,11391
Japan11365,11365
Japan11380,11380
Japan11381,11381
Japan11384,11384
Japan11427,11427
Japan11385,11385
Japan11386,11386
Japan11387,11387
Japan11388,11388
Japan11392,11392
Japan11334,11334
Japan11335,11335
Japan11336,11336
Japan11425,11425
Japan3286,3286
Japan11126,11126
Japan11164,11164
Japan11166,11166
Japan11170,11170
Japan11174,11174
Japan11180,11180
Japan11186,11186
Japan11187,11187
Japan11188,11188
Japan11189,11189
Japan11194,11194
Japan11195,11195
Japan11196,11196
Japan11210,11210
Japan11212,11212
Japan11213,11213
Japan11214,11214
Japan11242,11242
Japan11227,11227
Japan11229,11229
Japan11239,11239
Japan11240,11240
Japan11241,11241
Japan11243,11243
Japan11244,11244
Japan11249,11249
Japan11185,11185
Japan11208,11208
Japan11211,11211
Japan11224,11224
Japan11225,11225
Japan11226,11226
Japan11280,11280
Japan11283,11283
Japan11284,11284
Japan11333,11333
Japan11273,11273
Japan11277,11277
Mexico5397,5397
Portugal8226,8226
Portugal8240,8240
Portugal8241,8241
Portugal8242,8242
Portugal8245,8245
Portugal8247,8247
Portugal8273,8273
Portugal8274,8274
Portugal8275,8275
Portugal8276,8276
Portugal8277,8277
Portugal8278,8278
Portugal8279,8279
Portugal8321,8321
Portugal8322,8322
Portugal8323,8323
Portugal8324,8324
Portugal8325,8325
Portugal8326,8326
Portugal8346,8346
Portugal8429,8429
Portugal8430,8430
Portugal8431,8431
Portugal8432,8432
Portugal8433,8433
RussianFederation2571,2571
RussianFederation2572,2572
RussianFederation2573,2573
RussianFederation2574,2574
RussianFederation2575,2575
RussianFederation2576,2576
RussianFederation2568,2568
RussianFederation2569,2569
RussianFederation2570,2570
RussianFederation2561,2561
RussianFederation2563,2563
RussianFederation2564,2564
RussianFederation2556,2556
RussianFederation2557,2557
RussianFederation2558,2558
RussianFederation2559,2559
RussianFederation2560,2560
RussianFederation2562,2562
RussianFederation11823,11823
RussianFederation2738,2738
RussianFederation2739,2739
RussianFederation2745,2745
RussianFederation2746,2746
RussianFederation2747,2747
RussianFederation2748,2748
RussianFederation2749,2749
RussianFederation2750,2750
RussianFederation9263,9263
RussianFederation2740,2740
RussianFederation2742,2742
RussianFederation2743,2743
RussianFederation2741,2741
RussianFederation2708,2708
RussianFederation2709,2709
RussianFederation2710,2710
RussianFederation2711,2711
RussianFederation2712,2712
RussianFederation9497,9497
RussianFederation9498,9498
RussianFederation9499,9499
RussianFederation2682,2682
RussianFederation2701,2701
RussianFederation2702,2702
RussianFederation2703,2703
RussianFederation2704,2704
RussianFederation2705,2705
RussianFederation2706,2706
RussianFederation2707,2707
RussianFederation9502,9502
RussianFederation9505,9505
RussianFederation9506,9506
RussianFederation9507,9507
RussianFederation2674,2674
RussianFederation2675,2675
RussianFederation2676,2676
RussianFederation2677,2677
RussianFederation2678,2678
RussianFederation2679,2679
RussianFederation2680,2680
RussianFederation2681,2681
RussianFederation9508,9508
RussianFederation9509,9509
RussianFederation9511,9511
RussianFederation9512,9512
RussianFederation2696,2696
RussianFederation2697,2697
RussianFederation2698,2698
RussianFederation2713,2713
RussianFederation2714,2714
RussianFederation2715,2715
RussianFederation9491,9491
RussianFederation9492,9492
RussianFederation9493,9493
RussianFederation9500,9500
RussianFederation2683,2683
RussianFederation2693,2693
RussianFederation2694,2694
RussianFederation2695,2695
RussianFederation2699,2699
RussianFederation2700,2700
RussianFederation2684,2684
RussianFederation2685,2685
RussianFederation2686,2686
RussianFederation2687,2687
RussianFederation2688,2688
RussianFederation2689,2689
RussianFederation2690,2690
RussianFederation2691,2691
RussianFederation2692,2692
RussianFederation2737,2737
RussianFederation2734,2734
RussianFederation2730,2730
RussianFederation2732,2732
RussianFederation2726,2726
RussianFederation2727,2727
RussianFederation2728,2728
RussianFederation2729,2729
RussianFederation9279,9279
RussianFederation9280,9280
RussianFederation9281,9281
RussianFederation2731,2731
RussianFederation2733,2733
RussianFederation2735,2735
RussianFederation2736,2736
RussianFederation9278,9278
RussianFederation2532,2532
RussianFederation2533,2533
RussianFederation2534,2534
RussianFederation2535,2535
RussianFederation2536,2536
RussianFederation2537,2537
RussianFederation2538,2538
RussianFederation2539,2539
RussianFederation2554,2554
RussianFederation2555,2555
RussianFederation2540,2540
RussianFederation2541,2541
RussianFederation2542,2542
RussianFederation2543,2543
RussianFederation2544,2544
RussianFederation2545,2545
RussianFederation2552,2552
RussianFederation2553,2553
RussianFederation11753,11753
RussianFederation2945,2945
RussianFederation2947,2947
RussianFederation2948,2948
RussianFederation2530,2530
RussianFederation2531,2531
RussianFederation2524,2524
RussianFederation2525,2525
RussianFederation2526,2526
RussianFederation2527,2527
RussianFederation2528,2528
RussianFederation2529,2529
RussianFederation11681,11681
RussianFederation2550,2550
RussianFederation2551,2551
RussianFederation2546,2546
RussianFederation2547,2547
RussianFederation2548,2548
RussianFederation2549,2549
RussianFederation2520,2520
RussianFederation2521,2521
RussianFederation2522,2522
RussianFederation2523,2523
RussianFederation2518,2518
RussianFederation2519,2519
RussianFederation2512,2512
RussianFederation2513,2513
RussianFederation2514,2514
RussianFederation2515,2515
RussianFederation2516,2516
RussianFederation2517,2517
RussianFederation2511,2511
RussianFederation2508,2508
RussianFederation2509,2509
RussianFederation2510,2510
RussianFederation11423,11423
RussianFederation11434,11434
RussianFederation11432,11432
RussianFederation11435,11435
RussianFederation631,631
RussianFederation632,632
RussianFederation633,633
RussianFederation634,634
RussianFederation635,635
RussianFederation636,636
RussianFederation637,637
RussianFederation638,638
RussianFederation639,639
RussianFederation640,640
RussianFederation641,641
RussianFederation642,642
RussianFederation643,643
RussianFederation2493,2493
RussianFederation2494,2494
RussianFederation2495,2495
RussianFederation2496,2496
RussianFederation2497,2497
RussianFederation2498,2498
RussianFederation2499,2499
RussianFederation2500,2500
RussianFederation2501,2501
RussianFederation2502,2502
RussianFederation2503,2503
RussianFederation2504,2504
RussianFederation2505,2505
RussianFederation2506,2506
RussianFederation2507,2507
RussianFederation11223,11223
RussianFederation11585,11585
RussianFederation11586,11586
RussianFederation11587,11587
RussianFederation11588,11588
RussianFederation11589,11589
RussianFederation11590,11590
RussianFederation11591,11591
RussianFederation11596,11596
RussianFederation11597,11597
RussianFederation11598,11598
RussianFederation11599,11599
RussianFederation11707,11707
RussianFederation11708,11708
RussianFederation11711,11711
RussianFederation11592,11592
RussianFederation11593,11593
RussianFederation11594,11594
RussianFederation11595,11595
RussianFederation11600,11600
RussianFederation11601,11601
RussianFederation11602,11602
RussianFederation11603,11603
RussianFederation11604,11604
RussianFederation11605,11605
RussianFederation11606,11606
RussianFederation11607,11607
RussianFederation11608,11608
RussianFederation11609,11609
RussianFederation11610,11610
RussianFederation11611,11611
RussianFederation644,644
RussianFederation645,645
RussianFederation646,646
RussianFederation647,647
RussianFederation648,648
RussianFederation649,649
RussianFederation650,650
RussianFederation651,651
RussianFederation652,652
RussianFederation653,653
RussianFederation654,654
RussianFederation655,655
RussianFederation656,656
RussianFederation657,657
RussianFederation658,658
RussianFederation659,659
RussianFederation660,660
RussianFederation661,661
RussianFederation662,662
Spain8445,8445
Spain8446,8446
Spain8447,8447
Spain8452,8452
Spain8469,8469
Spain8476,8476
Spain8477,8477
Spain8478,8478
Spain8550,8550
Spain8557,8557
Spain8558,8558
Spain8559,8559
Turkey677,677
Ukraine630,630
Ukraine625,625
Ukraine626,626
Ukraine627,627
Ukraine628,628
Ukraine629,629
Ukraine573,573
Ukraine574,574
Ukraine575,575
Ukraine576,576
Ukraine577,577
Ukraine578,578
Ukraine579,579
Ukraine583,583
Ukraine584,584
Ukraine585,585
Ukraine566,566
Ukraine567,567
Ukraine568,568
Ukraine569,569
Ukraine570,570
Ukraine571,571
Ukraine572,572
Ukraine619,619
Ukraine621,621
Ukraine620,620
Ukraine622,622
Ukraine623,623
Ukraine624,624
Ukraine586,586
Ukraine587,587
Ukraine588,588
Ukraine589,589
Ukraine590,590
Ukraine591,591
Ukraine592,592
Ukraine593,593
Ukraine594,594
Ukraine595,595
Ukraine614,614
Ukraine615,615
Ukraine616,616
Ukraine617,617
Ukraine618,618
Ukraine602,602
Ukraine603,603
Ukraine604,604
Ukraine605,605
Ukraine606,606
Ukraine607,607
Ukraine608,608
Ukraine609,609
Ukraine610,610
Ukraine611,611
Ukraine612,612
Ukraine613,613
Ukraine596,596
Ukraine597,597
Ukraine598,598
Ukraine599,599
Ukraine600,600
Ukraine601,601
Ukraine580,580
Ukraine581,581
Ukraine582,582
Bermuda7942,7942
Canada7717,7717
Japan11177,11177
Japan11178,11178
Japan11184,11184
Japan11279,11279
Japan11281,11281
Japan10880,10880
Japan10881,10881
Japan10882,10882
Japan10883,10883
Japan10884,10884
Japan10885,10885
Japan10886,10886
Japan11109,11109
Japan11115,11115
Japan11116,11116
Japan11117,11117
Japan11161,11161
Japan11163,11163
Japan11175,11175
Spain8479,8479
Spain8480,8480
Spain8481,8481
Spain8482,8482
Spain8483,8483
Spain8484,8484
Spain8485,8485
Spain8486,8486
Spain8534,8534
Spain8535,8535
Spain8536,8536
Spain8537,8537
Spain8538,8538
UnitedStates4079,4079
UnitedStates4089,4089
UnitedStates4090,4090
UnitedStates4091,4091
UnitedStates4092,4092
UnitedStates4093,4093
UnitedStates4094,4094
UnitedStates4095,4095
UnitedStates4171,4171
UnitedStates4172,4172
UnitedStates4173,4173
UnitedStates4174,4174
UnitedStates4175,4175
UnitedStates4176,4176
UnitedStates4177,4177
UnitedStates4178,4178
UnitedStates4179,4179
UnitedStates4180,4180
UnitedStates4181,4181
UnitedStates4182,4182
UnitedStates4183,4183
UnitedStates4184,4184
UnitedStates7452,7452
UnitedStates7453,7453
UnitedStates7454,7454
UnitedStates7455,7455
UnitedStates7456,7456
UnitedStates7461,7461
UnitedStates7462,7462
UnitedStates7463,7463
UnitedStates7464,7464
UnitedStates7465,7465
UnitedStates7466,7466
UnitedStates7467,7467
UnitedStates7468,7468
UnitedStates7469,7469
UnitedStates7470,7470
UnitedStates7471,7471
UnitedStates7472,7472
UnitedStates7473,7473
UnitedStates7474,7474
UnitedStates7475,7475
UnitedStates7476,7476
UnitedStates7477,7477
UnitedStates7478,7478
UnitedStates7479,7479
UnitedStates7480,7480
UnitedStates7481,7481
UnitedStates7482,7482
UnitedStates7483,7483
UnitedStates7484,7484
UnitedStates7485,7485
UnitedStates7486,7486
UnitedStates7487,7487
UnitedStates7488,7488
UnitedStates7489,7489
UnitedStates7490,7490
UnitedStates4080,4080
UnitedStates4083,4083
UnitedStates4084,4084
UnitedStates4085,4085
UnitedStates4086,4086
UnitedStates4087,4087
UnitedStates4088,4088
UnitedStates4081,4081
UnitedStates4082,4082
UnitedStates7646,7646
UnitedStates7650,7650
UnitedStates4220,4220
UnitedStates4260,4260
UnitedStates4255,4255
UnitedStates4256,4256
UnitedStates4257,4257
UnitedStates4258,4258
UnitedStates4259,4259
UnitedStates4261,4261
UnitedStates4133,4133
UnitedStates4148,4148
UnitedStates4149,4149
UnitedStates4150,4150
UnitedStates4151,4151
UnitedStates4152,4152
UnitedStates4153,4153
UnitedStates4154,4154
UnitedStates4155,4155
UnitedStates4156,4156
UnitedStates4157,4157
UnitedStates4158,4158
UnitedStates4159,4159
UnitedStates4160,4160
UnitedStates4161,4161
UnitedStates4162,4162
UnitedStates4163,4163
UnitedStates4164,4164
UnitedStates4165,4165
UnitedStates4166,4166
UnitedStates4167,4167
UnitedStates4168,4168
UnitedStates4169,4169
UnitedStates4170,4170
UnitedStates4109,4109
UnitedStates4123,4123
UnitedStates4124,4124
UnitedStates4125,4125
UnitedStates4128,4128
UnitedStates4129,4129
UnitedStates4134,4134
UnitedStates4135,4135
UnitedStates4136,4136
UnitedStates4137,4137
UnitedStates4138,4138
UnitedStates4139,4139
UnitedStates4140,4140
UnitedStates4141,4141
UnitedStates4142,4142
UnitedStates4143,4143
UnitedStates4144,4144
UnitedStates4145,4145
UnitedStates4146,4146
UnitedStates4147,4147
UnitedStates7593,7593
UnitedStates7594,7594
UnitedStates7595,7595
UnitedStates7596,7596
UnitedStates7597,7597
UnitedStates7598,7598
UnitedStates7599,7599
UnitedStates7600,7600
UnitedStates7601,7601
UnitedStates7602,7602
UnitedStates7603,7603
UnitedStates7604,7604
UnitedStates4096,4096
UnitedStates4097,4097
UnitedStates4098,4098
UnitedStates4099,4099
UnitedStates4100,4100
UnitedStates4101,4101
UnitedStates4102,4102
UnitedStates4103,4103
UnitedStates4104,4104
UnitedStates4105,4105
UnitedStates4106,4106
UnitedStates4107,4107
UnitedStates4108,4108
UnitedStates4110,4110
UnitedStates4111,4111
UnitedStates4112,4112
UnitedStates4113,4113
UnitedStates4114,4114
UnitedStates4115,4115
UnitedStates4116,4116
UnitedStates4117,4117
UnitedStates4118,4118
UnitedStates4119,4119
UnitedStates4120,4120
UnitedStates4121,4121
UnitedStates4122,4122
UnitedStates4126,4126
UnitedStates4127,4127
UnitedStates4130,4130
UnitedStates4131,4131
UnitedStates4132,4132
UnitedStates7612,7612
UnitedStates7639,7639
UnitedStates7640,7640
UnitedStates7641,7641
UnitedStates4221,4221
UnitedStates4185,4185
UnitedStates4186,4186
UnitedStates4187,4187
UnitedStates4188,4188
UnitedStates4189,4189
UnitedStates4190,4190
UnitedStates4191,4191
UnitedStates4192,4192
UnitedStates4193,4193
UnitedStates4194,4194
UnitedStates4195,4195
UnitedStates4196,4196
UnitedStates4197,4197
UnitedStates4198,4198
UnitedStates4199,4199
UnitedStates4200,4200
UnitedStates4204,4204
UnitedStates4205,4205
UnitedStates4206,4206
UnitedStates4207,4207
UnitedStates4208,4208
UnitedStates4222,4222
UnitedStates4223,4223
UnitedStates4224,4224
UnitedStates4225,4225
UnitedStates4226,4226
UnitedStates4227,4227
UnitedStates4228,4228
UnitedStates4229,4229
UnitedStates4230,4230
UnitedStates4231,4231
UnitedStates4232,4232
UnitedStates4233,4233
UnitedStates4234,4234
UnitedStates4235,4235
UnitedStates4236,4236
UnitedStates4201,4201
UnitedStates4202,4202
UnitedStates4203,4203
UnitedStates4209,4209
UnitedStates4210,4210
UnitedStates4211,4211
UnitedStates4212,4212
UnitedStates4213,4213
UnitedStates4214,4214
UnitedStates4215,4215
UnitedStates4216,4216
UnitedStates4217,4217
UnitedStates4218,4218
UnitedStates4219,4219
UnitedStates4237,4237
UnitedStates4238,4238
UnitedStates4239,4239
UnitedStates4240,4240
UnitedStates4241,4241
UnitedStates4242,4242
UnitedStates4243,4243
UnitedStates4244,4244
UnitedStates4245,4245
UnitedStates4246,4246
UnitedStates4247,4247
UnitedStates4248,4248
UnitedStates4249,4249
UnitedStates4250,4250
UnitedStates4251,4251
UnitedStates4252,4252
UnitedStates4253,4253
UnitedStates4254,4254
UnitedStates4262,4262
UnitedStates4263,4263
UnitedStates4264,4264
UnitedStates4265,4265
UnitedStates4266,4266
UnitedStates4267,4267
UnitedStates4269,4269
UnitedStates4275,4275
UnitedStates4276,4276
UnitedStates4277,4277
UnitedStates4280,4280
UnitedStates4311,4311
UnitedStates4312,4312
UnitedStates4270,4270
UnitedStates4271,4271
UnitedStates4272,4272
UnitedStates4273,4273
UnitedStates4274,4274
UnitedStates4278,4278
UnitedStates4279,4279
UnitedStates4281,4281
UnitedStates4282,4282
UnitedStates4283,4283
UnitedStates4284,4284
UnitedStates4285,4285
UnitedStates4286,4286
UnitedStates4287,4287
UnitedStates4288,4288
UnitedStates4289,4289
UnitedStates4290,4290
UnitedStates4291,4291
UnitedStates4292,4292
UnitedStates4293,4293
UnitedStates4294,4294
UnitedStates4295,4295
UnitedStates4296,4296
UnitedStates4297,4297
UnitedStates4298,4298
UnitedStates4299,4299
UnitedStates4300,4300
UnitedStates4301,4301
UnitedStates4302,4302
UnitedStates4303,4303
UnitedStates4304,4304
UnitedStates4305,4305
UnitedStates4306,4306
UnitedStates4307,4307
UnitedStates4308,4308
UnitedStates4346,4346
UnitedStates4351,4351
UnitedStates4352,4352
UnitedStates4353,4353
UnitedStates4354,4354
UnitedStates4355,4355
UnitedStates4356,4356
UnitedStates4357,4357
UnitedStates4358,4358
UnitedStates4359,4359
UnitedStates4360,4360
UnitedStates4361,4361
UnitedStates4362,4362
UnitedStates4363,4363
UnitedStates4364,4364
UnitedStates4365,4365
UnitedStates4366,4366
UnitedStates4368,4368
UnitedStates7530,7530
UnitedStates4367,4367
UnitedStates4369,4369
UnitedStates4370,4370
UnitedStates4371,4371
UnitedStates4372,4372
UnitedStates4373,4373
UnitedStates4374,4374
UnitedStates4398,4398
UnitedStates4313,4313
UnitedStates4314,4314
UnitedStates4315,4315
UnitedStates4316,4316
UnitedStates4317,4317
UnitedStates4321,4321
UnitedStates4322,4322
UnitedStates4323,4323
UnitedStates4324,4324
UnitedStates4325,4325
UnitedStates4326,4326
UnitedStates4327,4327
UnitedStates4328,4328
UnitedStates4329,4329
UnitedStates4330,4330
UnitedStates4331,4331
UnitedStates4335,4335
UnitedStates4336,4336
UnitedStates4337,4337
UnitedStates4338,4338
UnitedStates4339,4339
UnitedStates4340,4340
UnitedStates4341,4341
UnitedStates4342,4342
UnitedStates4343,4343
UnitedStates4344,4344
UnitedStates4345,4345
UnitedStates4384,4384
UnitedStates4399,4399
UnitedStates4400,4400
UnitedStates4401,4401
UnitedStates4402,4402
UnitedStates4403,4403
UnitedStates4404,4404
UnitedStates4405,4405
UnitedStates4406,4406
UnitedStates4407,4407
UnitedStates4408,4408
UnitedStates4385,4385
UnitedStates4386,4386
UnitedStates4387,4387
UnitedStates4388,4388
UnitedStates4389,4389
UnitedStates4390,4390
UnitedStates4391,4391
UnitedStates4392,4392
UnitedStates4393,4393
UnitedStates4394,4394
UnitedStates4395,4395
UnitedStates4396,4396
UnitedStates4397,4397
UnitedStates4569,4569
UnitedStates4592,4592
UnitedStates4593,4593
UnitedStates4594,4594
UnitedStates4595,4595
UnitedStates4596,4596
UnitedStates4599,4599
UnitedStates4600,4600
UnitedStates4601,4601
UnitedStates4615,4615
UnitedStates4603,4603
UnitedStates4604,4604
UnitedStates4605,4605
UnitedStates4606,4606
UnitedStates4607,4607
UnitedStates4608,4608
UnitedStates4609,4609
UnitedStates4610,4610
UnitedStates4611,4611
UnitedStates4612,4612
UnitedStates4613,4613
UnitedStates4614,4614
UnitedStates4628,4628
UnitedStates4409,4409
UnitedStates4410,4410
UnitedStates4411,4411
UnitedStates4412,4412
UnitedStates4414,4414
UnitedStates4623,4623
UnitedStates4624,4624
UnitedStates4625,4625
UnitedStates4626,4626
UnitedStates4621,4621
UnitedStates4622,4622
UnitedStates4627,4627
UnitedStates4629,4629
UnitedStates4655,4655
UnitedStates5738,5738
UnitedStates4553,4553
UnitedStates4554,4554
UnitedStates4555,4555
UnitedStates4556,4556
UnitedStates4557,4557
UnitedStates4558,4558
UnitedStates4559,4559
UnitedStates4560,4560
UnitedStates4561,4561
UnitedStates4562,4562
UnitedStates4563,4563
UnitedStates4570,4570
UnitedStates4571,4571
UnitedStates4572,4572
UnitedStates4573,4573
UnitedStates4574,4574
UnitedStates4575,4575
UnitedStates4576,4576
UnitedStates4577,4577
UnitedStates4578,4578
UnitedStates4579,4579
UnitedStates4580,4580
UnitedStates4581,4581
UnitedStates4582,4582
UnitedStates4583,4583
UnitedStates4584,4584
