segments,s1,s10,s100,s1000,smax
MarshallIslands11935,0,0.104,0.208,0.312,3.312
MarshallIslands11937,0,0.112,0.226,0.342,3.342
MarshallIslands11938,0,0.232,0.481,0.748,3.748
MarshallIslands11961,0,0.104,0.208,0.312,3.312
MarshallIslands11963,0,0.103,0.207,0.312,3.312
MarshallIslands11964,0,0.131,0.266,0.405,3.405
MarshallIslands11966,0,0.103,0.207,0.312,3.312
MarshallIslands11967,0,0.402,0.84,1.322,4.322
MarshallIslands11968,0,0.106,0.213,0.321,3.321
MarshallIslands11969,0,0.104,0.208,0.313,3.313
MarshallIslands11970,0,0.103,0.207,0.312,3.312
MicronesiaFedStates3292,0,0.113,0.228,0.345,3.345
MicronesiaFedStates3293,0,0.114,0.229,0.346,3.346
MicronesiaFedStates3294,0,0.113,0.228,0.345,3.345
MicronesiaFedStates3295,0,0.114,0.231,0.349,3.349
MicronesiaFedStates3296,0,0.112,0.225,0.34,3.34
MicronesiaFedStates3297,0,0.11,0.222,0.334,3.334
MicronesiaFedStates3298,0,0.109,0.218,0.329,3.329
MicronesiaFedStates3299,0,0.108,0.217,0.328,3.328
MicronesiaFedStates3300,0,0.107,0.215,0.324,3.324
MicronesiaFedStates3301,0,0.105,0.211,0.317,3.317
MicronesiaFedStates3302,0,0.104,0.208,0.313,3.313
MicronesiaFedStates3303,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3304,0,0.103,0.206,0.31,3.31
MicronesiaFedStates3305,0,0.103,0.206,0.31,3.31
MicronesiaFedStates3306,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3307,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3308,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3309,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3310,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3311,0,0.104,0.207,0.311,3.311
MicronesiaFedStates3312,0,0.103,0.207,0.31,3.31
MicronesiaFedStates3313,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3314,0,0.103,0.207,0.311,3.311
MicronesiaFedStates3315,0,0.103,0.207,0.312,3.312
MicronesiaFedStates3316,0,0.105,0.21,0.317,3.317
MicronesiaFedStates3317,0,0.105,0.21,0.317,3.317
MicronesiaFedStates3318,0,0.11,0.221,0.333,3.333
MicronesiaFedStates3319,0,0.109,0.219,0.33,3.33
MicronesiaFedStates3320,0,0.109,0.219,0.33,3.33
MicronesiaFedStates3321,0,0.108,0.217,0.327,3.327
MicronesiaFedStates3322,0,0.11,0.223,0.336,3.336
MicronesiaFedStates3323,0,0.11,0.222,0.335,3.335
MicronesiaFedStates3324,0,0.111,0.223,0.336,3.336
MicronesiaFedStates3325,0,0.115,0.233,0.353,3.353
MicronesiaFedStates3326,0,0.112,0.227,0.343,3.343
MicronesiaFedStates3327,0,0.11,0.223,0.337,3.337
MicronesiaFedStates3328,0,0.105,0.21,0.316,3.316
MicronesiaFedStates3329,0,0.105,0.21,0.316,3.316
MicronesiaFedStates11762,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11763,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11764,0,0.104,0.207,0.311,3.311
MicronesiaFedStates11765,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11766,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11767,0,0.104,0.207,0.311,3.311
MicronesiaFedStates11768,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11769,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11770,0,0.104,0.209,0.314,3.314
MicronesiaFedStates11771,0,0.104,0.209,0.314,3.314
MicronesiaFedStates11772,0,0.104,0.209,0.314,3.314
MicronesiaFedStates11773,0,0.111,0.224,0.338,3.338
MicronesiaFedStates11774,0,0.106,0.213,0.321,3.321
MicronesiaFedStates11775,0,0.111,0.223,0.336,3.336
MicronesiaFedStates11776,0,0.154,0.318,0.488,3.488
MicronesiaFedStates11777,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11778,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11779,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11780,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11781,0,0.103,0.206,0.31,3.31
MicronesiaFedStates11782,0,0.104,0.21,0.316,3.316
MicronesiaFedStates11783,0,0.111,0.224,0.338,3.338
MicronesiaFedStates11784,0,0.107,0.215,0.324,3.324
MicronesiaFedStates11785,0,0.104,0.209,0.314,3.314
MicronesiaFedStates11786,0,0.106,0.212,0.319,3.319
MicronesiaFedStates11787,0,0.109,0.22,0.332,3.332
MicronesiaFedStates11788,0,0.108,0.218,0.328,3.328
MicronesiaFedStates11789,0,0.107,0.215,0.324,3.324
MicronesiaFedStates11790,0,0.107,0.214,0.322,3.322
MicronesiaFedStates11791,0,0.106,0.213,0.321,3.321
MicronesiaFedStates11792,0,0.107,0.216,0.325,3.325
MicronesiaFedStates11794,0,0.135,0.276,0.421,3.421
MicronesiaFedStates11795,0,0.112,0.225,0.34,3.34
MicronesiaFedStates11796,0,0.119,0.243,0.368,3.368
MicronesiaFedStates11797,0,0.121,0.245,0.372,3.372
MicronesiaFedStates11798,0,0.121,0.245,0.372,3.372
MicronesiaFedStates11799,0,0.121,0.245,0.372,3.372
MicronesiaFedStates11800,0,0.121,0.245,0.372,3.372
MicronesiaFedStates11801,0,0.121,0.246,0.373,3.373
MicronesiaFedStates11802,0,0.121,0.245,0.372,3.372
MicronesiaFedStates11803,0,0.121,0.245,0.372,3.372
MicronesiaFedStates11804,0,0.121,0.246,0.373,3.373
MicronesiaFedStates11805,0,0.122,0.248,0.377,3.377
MicronesiaFedStates11844,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11845,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11846,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11847,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11848,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11849,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11850,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11851,0,0.104,0.207,0.311,3.311
MicronesiaFedStates11852,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11853,0,0.103,0.207,0.312,3.312
MicronesiaFedStates11854,0,0.103,0.207,0.312,3.312
MicronesiaFedStates11855,0,0.103,0.208,0.312,3.312
MicronesiaFedStates11856,0,0.103,0.207,0.311,3.311
MicronesiaFedStates11857,0,0.104,0.207,0.312,3.312
MicronesiaFedStates11858,0,0.104,0.209,0.314,3.314
Nauru11917,0,0.103,0.206,0.31,3.31
PapuaNewGuinea11513,0,0.108,0.216,0.325,3.325
PapuaNewGuinea11531,0,0.265,0.552,0.859,3.859
PapuaNewGuinea11514,0,0.11,0.222,0.335,3.335
PapuaNewGuinea11515,0,0.108,0.217,0.326,3.326
PapuaNewGuinea11516,0,0.156,0.319,0.49,3.49
PapuaNewGuinea11517,0,0.112,0.226,0.342,3.342
PapuaNewGuinea11518,0,0.114,0.229,0.346,3.346
PapuaNewGuinea11519,0,0.12,0.243,0.368,3.368
PapuaNewGuinea11710,0,0.104,0.209,0.315,3.315
PapuaNewGuinea11523,0,0.105,0.211,0.317,3.317
PapuaNewGuinea11527,0,0.106,0.212,0.318,3.318
PapuaNewGuinea11712,0,0.104,0.208,0.313,3.313
PapuaNewGuinea11728,0,0.107,0.214,0.322,3.322
PapuaNewGuinea11732,0,0.106,0.212,0.32,3.32
PapuaNewGuinea11729,0,0.105,0.21,0.316,3.316
PapuaNewGuinea11730,0,0.106,0.213,0.32,3.32
PapuaNewGuinea11731,0,0.104,0.208,0.314,3.314
PapuaNewGuinea11726,0,0.105,0.211,0.317,3.317
PapuaNewGuinea11727,0,0.104,0.209,0.313,3.313
PapuaNewGuinea11532,0,0.12,0.243,0.369,3.369
PapuaNewGuinea11533,0,0.151,0.31,0.474,3.474
PapuaNewGuinea11714,0,0.105,0.21,0.316,3.316
PapuaNewGuinea11547,0,0.329,0.687,1.073,4.073
PapuaNewGuinea11548,0,0.162,0.332,0.51,3.51
PapuaNewGuinea11550,0,0.129,0.262,0.398,3.398
PapuaNewGuinea11551,0,0.135,0.276,0.421,3.421
PapuaNewGuinea11552,0,0.136,0.278,0.423,3.423
PapuaNewGuinea11553,0,0.123,0.249,0.378,3.378
PapuaNewGuinea11554,0,0.109,0.22,0.331,3.331
PapuaNewGuinea11555,0,0.105,0.21,0.316,3.316
PapuaNewGuinea11556,0,0.107,0.215,0.324,3.324
PapuaNewGuinea11557,0,0.107,0.215,0.324,3.324
PapuaNewGuinea11559,0,0.113,0.229,0.347,3.347
PapuaNewGuinea11560,0,0.113,0.229,0.346,3.346
PapuaNewGuinea11546,0,0.108,0.217,0.327,3.327
PapuaNewGuinea11549,0,0.118,0.239,0.362,3.362
PapuaNewGuinea11561,0,0.117,0.237,0.359,3.359
PapuaNewGuinea11535,0,0.12,0.244,0.369,3.369
PapuaNewGuinea11536,0,0.111,0.224,0.338,3.338
PapuaNewGuinea11537,0,0.12,0.241,0.366,3.366
PapuaNewGuinea11538,0,0.148,0.304,0.464,3.464
PapuaNewGuinea11539,0,0.114,0.23,0.347,3.347
PapuaNewGuinea11540,0,0.115,0.233,0.352,3.352
PapuaNewGuinea11541,0,0.118,0.239,0.362,3.362
PapuaNewGuinea11542,0,0.132,0.27,0.411,3.411
PapuaNewGuinea11543,0,0.116,0.236,0.357,3.357
PapuaNewGuinea11544,0,0.111,0.224,0.337,3.337
PapuaNewGuinea11545,0,0.105,0.211,0.318,3.318
PapuaNewGuinea11747,0,0.104,0.21,0.316,3.316
PapuaNewGuinea11748,0,0.103,0.208,0.312,3.312
PapuaNewGuinea11752,0,0.105,0.209,0.315,3.315
PapuaNewGuinea11751,0,0.207,0.432,0.668,3.668
PapuaNewGuinea11757,0,0.104,0.208,0.313,3.313
PapuaNewGuinea11723,0,0.104,0.208,0.313,3.313
PapuaNewGuinea11734,0,0.104,0.208,0.312,3.312
PapuaNewGuinea11737,0,0.103,0.207,0.312,3.312
PapuaNewGuinea11738,0,0.105,0.212,0.319,3.319
PapuaNewGuinea11739,0,0.105,0.212,0.319,3.319
PapuaNewGuinea11745,0,0.104,0.208,0.313,3.313
PapuaNewGuinea11746,0,0.104,0.209,0.315,3.315
PapuaNewGuinea11749,0,0.104,0.208,0.313,3.313
PapuaNewGuinea11754,0,0.104,0.208,0.313,3.313
PapuaNewGuinea11755,0,0.105,0.21,0.317,3.317
PapuaNewGuinea11558,0,0.113,0.229,0.346,3.346
PapuaNewGuinea11534,0,0.17,0.349,0.536,3.536
PapuaNewGuinea11702,0,0.188,0.388,0.598,3.598
PapuaNewGuinea11703,0,0.288,0.599,0.934,3.934
PapuaNewGuinea11705,0,0.242,0.503,0.781,3.781
Singapore10243,0,0.166,0.341,0.524,3.524
Singapore10244,0,0.222,0.461,0.714,3.714
Singapore10245,0,0.169,0.348,0.535,3.535
SolomonIslands11843,0,0.111,0.223,0.337,3.337
SolomonIslands11866,0,0.107,0.215,0.324,3.324
SolomonIslands11862,0,0.12,0.243,0.368,3.368
SolomonIslands11863,0,0.112,0.226,0.34,3.34
SolomonIslands11868,0,0.106,0.213,0.321,3.321
SolomonIslands11876,0,0.109,0.22,0.331,3.331
SolomonIslands11896,0,0.108,0.218,0.328,3.328
Thailand2040,0,0.173,0.36,0.556,3.556
Thailand2041,0,0.205,0.428,0.665,3.665
Thailand2042,0,0.336,0.713,1.122,4.122
Thailand2043,0,0.155,0.321,0.494,3.494
Thailand2044,0,0.152,0.314,0.483,3.483
Thailand2045,0,0.15,0.308,0.473,3.473
Thailand2046,0,0.148,0.305,0.468,3.468
Thailand2047,0,0.151,0.311,0.478,3.478
Thailand2038,0,0.268,0.565,0.885,3.885
Thailand2037,0,0.186,0.386,0.598,3.598
Thailand2049,0,0.148,0.304,0.466,3.466
Thailand2050,0,0.196,0.409,0.634,3.634
Thailand2055,0,0.146,0.3,0.46,3.46
Thailand2056,0,0.208,0.433,0.672,3.672
Thailand2057,0,0.191,0.397,0.615,3.615
Thailand2058,0,0.167,0.346,0.533,3.533
Thailand2059,0,0.143,0.293,0.448,3.448
Thailand2060,0,0.148,0.303,0.465,3.465
Thailand2075,0,0.145,0.297,0.456,3.456
UnitedStates11861,0,0.105,0.211,0.317,3.317
VietNam2242,0,0.404,0.859,1.354,4.354
VietNam2243,0,0.417,0.886,1.396,4.396
VietNam2244,0,0.182,0.377,0.583,3.583
VietNam2245,0,0.25,0.525,0.819,3.819
VietNam2246,0,0.342,0.723,1.136,4.136
VietNam2247,0,0.39,0.828,1.304,4.304
VietNam2248,0,0.201,0.419,0.65,3.65
VietNam10231,0,0.204,0.425,0.659,3.659
VietNam10232,0,0.253,0.532,0.83,3.83
VietNam10233,0,0.161,0.331,0.51,3.51
VietNam2241,0,0.452,0.962,1.518,4.518
VietNam2238,0,0.172,0.356,0.549,3.549
VietNam2239,0,0.28,0.589,0.923,3.923
VietNam2240,0,0.266,0.559,0.874,3.874
VietNam2229,0,0.183,0.38,0.589,3.589
VietNam2230,0,0.152,0.312,0.48,3.48
VietNam2231,0,0.138,0.283,0.432,3.432
VietNam2232,0,0.283,0.596,0.933,3.933
VietNam2233,0,0.161,0.332,0.51,3.51
VietNam2234,0,0.22,0.46,0.717,3.717
VietNam2235,0,0.186,0.388,0.6,3.6
VietNam2236,0,0.202,0.421,0.653,3.653
VietNam2237,0,0.154,0.316,0.486,3.486
VietNam2227,0,0.137,0.28,0.428,3.428
VietNam2228,0,0.172,0.356,0.55,3.55
VietNam2222,0,0.145,0.296,0.454,3.454
VietNam2223,0,0.112,0.227,0.343,3.343
VietNam2224,0,0.151,0.311,0.478,3.478
VietNam2225,0,0.139,0.285,0.437,3.437
VietNam2226,0,0.224,0.47,0.733,3.733
VietNam2194,0,0.19,0.397,0.616,3.616
VietNam2195,0,0.158,0.327,0.503,3.503
VietNam2197,0,0.184,0.384,0.594,3.594
VietNam2199,0,0.166,0.344,0.531,3.531
VietNam2192,0,0.161,0.332,0.512,3.512
VietNam2193,0,0.133,0.272,0.415,3.415
VietNam2196,0,0.193,0.404,0.627,3.627
VietNam2177,0,0.139,0.284,0.435,3.435
VietNam2178,0,0.13,0.265,0.405,3.405
VietNam2179,0,0.122,0.249,0.378,3.378
VietNam2180,0,0.147,0.303,0.465,3.465
VietNam2181,0,0.134,0.275,0.42,3.42
VietNam2182,0,0.141,0.289,0.443,3.443
VietNam2183,0,0.134,0.276,0.422,3.422
VietNam2188,0,0.113,0.229,0.346,3.346
VietNam2165,0,0.113,0.229,0.346,3.346
VietNam2167,0,0.116,0.235,0.356,3.356
VietNam2168,0,0.11,0.222,0.336,3.336
VietNam2169,0,0.11,0.223,0.337,3.337
VietNam2170,0,0.116,0.236,0.357,3.357
VietNam2171,0,0.121,0.246,0.374,3.374
VietNam2172,0,0.131,0.267,0.408,3.408
VietNam2173,0,0.145,0.299,0.459,3.459
VietNam2174,0,0.124,0.253,0.385,3.385
VietNam2175,0,0.155,0.32,0.493,3.493
VietNam2176,0,0.166,0.343,0.53,3.53
VietNam2163,0,0.15,0.307,0.471,3.471
VietNam2164,0,0.129,0.264,0.402,3.402
VietNam2166,0,0.147,0.301,0.462,3.462
VietNam2158,0,0.179,0.369,0.57,3.57
VietNam2159,0,0.219,0.456,0.71,3.71
VietNam2160,0,0.157,0.323,0.496,3.496
VietNam2161,0,0.138,0.282,0.43,3.43
VietNam2162,0,0.143,0.293,0.448,3.448
VietNam2149,0,0.852,1.819,2.883,5.883
VietNam2150,0,0.839,1.79,2.836,5.836
VietNam2151,0,0.827,1.765,2.797,5.797
VietNam2152,0,0.744,1.584,2.507,5.507
VietNam2153,0,0.768,1.637,2.592,5.592
VietNam2154,0,0.244,0.509,0.793,3.793
VietNam2146,0,1.008,2.154,3.416,6.416
VietNam10263,0,0.405,0.854,1.343,4.343
VietNam10264,0,0.635,1.351,2.134,5.134
VietNam10265,0,0.713,1.519,2.404,5.404
VietNam10266,0,0.699,1.489,2.355,5.355
VietNam10267,0,0.687,1.462,2.312,5.312
VietNam10268,0,0.717,1.529,2.419,5.419
VietNam10269,0,0.617,1.313,2.074,5.074
VietNam2145,0,1.068,2.281,3.617,6.617
VietNam2147,0,1.011,2.16,3.426,6.426
VietNam2148,0,0.984,2.1,3.329,6.329
VietNam2155,0,0.356,0.751,1.178,4.178
VietNam2156,0,0.209,0.435,0.675,3.675
VietNam2157,0,0.199,0.413,0.64,3.64
VietNam2142,0,0.404,0.855,1.345,4.345
VietNam2143,0,0.541,1.148,1.813,4.813
VietNam2144,0,0.263,0.551,0.86,3.86
VietNam10226,0,0.165,0.34,0.523,3.523
VietNam2117,0,0.299,0.63,0.987,3.987
VietNam2118,0,0.363,0.768,1.207,4.207
VietNam2119,0,0.289,0.61,0.956,3.956
VietNam2120,0,0.271,0.572,0.896,3.896
VietNam2121,0,0.301,0.64,1.006,4.006
VietNam2140,0,0.703,1.502,2.379,5.379
VietNam2141,0,0.589,1.26,1.995,4.995
VietNam2131,0,0.469,0.997,1.574,4.574
VietNam2132,0,0.971,2.086,3.316,6.316
VietNam2133,0,0.861,1.846,2.933,5.933
VietNam2130,0,0.318,0.677,1.067,4.067
VietNam2134,0,0.77,1.649,2.617,5.617
VietNam2139,0,0.681,1.457,2.311,5.311
VietNam2135,0,0.638,1.37,2.176,5.176
VietNam2136,0,0.355,0.756,1.193,4.193
VietNam2137,0,0.549,1.174,1.86,4.86
VietNam2138,0,0.71,1.521,2.414,5.414
VietNam2129,0,0.27,0.572,0.898,3.898
VietNam2122,0,0.295,0.626,0.984,3.984
VietNam2123,0,0.292,0.62,0.974,3.974
VietNam2124,0,0.289,0.612,0.962,3.962
VietNam2125,0,0.317,0.675,1.063,4.063
VietNam2126,0,0.29,0.616,0.969,3.969
VietNam2127,0,0.306,0.65,1.023,4.023
VietNam2128,0,0.241,0.509,0.796,3.796
VietNam2218,0,0.159,0.327,0.504,3.504
VietNam2219,0,0.15,0.308,0.473,3.473
VietNam2220,0,0.235,0.494,0.771,3.771
VietNam2221,0,0.149,0.305,0.468,3.468
VietNam2211,0,0.416,0.887,1.399,4.399
VietNam2214,0,0.271,0.572,0.895,3.895
VietNam2215,0,0.307,0.649,1.019,4.019
VietNam2216,0,0.186,0.388,0.602,3.602
VietNam2217,0,0.254,0.534,0.835,3.835
VietNam2206,0,0.109,0.221,0.333,3.333
VietNam2207,0,0.115,0.233,0.353,3.353
VietNam2208,0,0.111,0.224,0.339,3.339
VietNam2209,0,0.354,0.753,1.186,4.186
VietNam2210,0,0.117,0.236,0.357,3.357
VietNam2212,0,0.402,0.857,1.351,4.351
VietNam2213,0,0.371,0.788,1.242,4.242
VietNam2184,0,0.202,0.423,0.658,3.658
VietNam2185,0,0.261,0.552,0.865,3.865
VietNam2186,0,0.196,0.41,0.638,3.638
VietNam2187,0,0.13,0.264,0.403,3.403
VietNam2189,0,0.123,0.251,0.382,3.382
VietNam2190,0,0.123,0.25,0.38,3.38
VietNam2191,0,0.121,0.245,0.372,3.372
VietNam2249,0,0.204,0.425,0.66,3.66
VietNam2250,0,0.205,0.426,0.66,3.66
VietNam2251,0,0.204,0.425,0.66,3.66
VietNam2252,0,0.204,0.425,0.66,3.66
VietNam2253,0,0.204,0.426,0.661,3.661
VietNam2254,0,0.226,0.474,0.737,3.737
VietNam2255,0,0.176,0.365,0.564,3.564
VietNam2256,0,0.156,0.322,0.495,3.495
VietNam2257,0,0.156,0.322,0.494,3.494
VietNam2258,0,0.156,0.321,0.494,3.494
VietNam2259,0,0.145,0.298,0.456,3.456
VietNam2260,0,0.21,0.44,0.683,3.683
VietNam2261,0,0.202,0.42,0.652,3.652
VietNam2262,0,0.168,0.348,0.536,3.536
VietNam10234,0,0.159,0.328,0.504,3.504
VietNam2198,0,0.177,0.367,0.568,3.568
VietNam2200,0,0.14,0.286,0.437,3.437
VietNam2201,0,0.149,0.307,0.471,3.471
VietNam2202,0,0.201,0.419,0.651,3.651
VietNam2203,0,0.173,0.359,0.555,3.555
VietNam2204,0,0.216,0.452,0.704,3.704
VietNam2205,0,0.134,0.275,0.419,3.419
Australia11675,0,0.278,0.58,0.905,3.905
Benin1137,0,0.12,0.242,0.367,3.367
Benin1138,0,0.168,0.344,0.53,3.53
Benin1139,0,0.123,0.249,0.378,3.378
Benin1133,0,0.153,0.313,0.48,3.48
Benin1134,0,0.143,0.291,0.445,3.445
Benin1135,0,0.112,0.226,0.341,3.341
Benin1136,0,0.11,0.221,0.334,3.334
Cameroon1187,0,0.143,0.291,0.446,3.446
Cameroon1188,0,0.108,0.217,0.327,3.327
Cameroon1189,0,0.209,0.431,0.671,3.671
Cameroon1190,0,0.128,0.259,0.394,3.394
Cameroon1191,0,0.211,0.435,0.677,3.677
Cameroon1192,0,0.193,0.396,0.615,3.615
Cameroon1193,0,0.145,0.294,0.451,3.451
Cameroon1194,0,0.158,0.323,0.498,3.498
Cameroon1195,0,0.162,0.331,0.511,3.511
Cameroon1196,0,0.124,0.25,0.38,3.38
Cameroon1197,0,0.109,0.219,0.331,3.331
Comoros9409,0,0.105,0.21,0.315,3.315
Comoros9417,0,0.108,0.218,0.329,3.329
Comoros9418,0,0.106,0.212,0.318,3.318
Congo1205,0,0.128,0.259,0.394,3.394
CotedIvoire1077,0,0.118,0.237,0.359,3.359
CotedIvoire1078,0,0.117,0.235,0.356,3.356
CotedIvoire1104,0,0.143,0.291,0.444,3.444
CotedIvoire1105,0,0.135,0.273,0.416,3.416
CotedIvoire1107,0,0.113,0.228,0.345,3.345
CotedIvoire1080,0,0.12,0.241,0.365,3.365
CotedIvoire1081,0,0.121,0.243,0.368,3.368
CotedIvoire1082,0,0.122,0.246,0.373,3.373
CotedIvoire1083,0,0.383,0.797,1.247,4.247
CotedIvoire1084,0,0.39,0.812,1.271,4.271
CotedIvoire1085,0,0.398,0.828,1.297,4.297
CotedIvoire1086,0,0.139,0.281,0.429,3.429
CotedIvoire1087,0,0.116,0.234,0.354,3.354
CotedIvoire1089,0,0.136,0.276,0.421,3.421
CotedIvoire1090,0,0.116,0.234,0.355,3.355
CotedIvoire1091,0,0.13,0.263,0.4,3.4
CotedIvoire1079,0,0.113,0.229,0.346,3.346
CotedIvoire1088,0,0.114,0.23,0.347,3.347
CotedIvoire1092,0,0.112,0.225,0.34,3.34
CotedIvoire1093,0,0.108,0.218,0.329,3.329
CotedIvoire1094,0,0.121,0.244,0.37,3.37
CotedIvoire1095,0,0.131,0.266,0.405,3.405
CotedIvoire1096,0,0.132,0.267,0.406,3.406
CotedIvoire1097,0,0.182,0.372,0.573,3.573
CotedIvoire1098,0,0.219,0.452,0.701,3.701
CotedIvoire1099,0,0.384,0.798,1.251,4.251
CotedIvoire1100,0,0.158,0.323,0.495,3.495
CotedIvoire1101,0,0.115,0.233,0.352,3.352
CotedIvoire1102,0,0.109,0.219,0.33,3.33
CotedIvoire1103,0,0.125,0.254,0.386,3.386
EquatorialGuinea9213,0,0.103,0.207,0.312,3.312
EquatorialGuinea9214,0,0.103,0.206,0.309,3.309
EquatorialGuinea9215,0,0.105,0.21,0.316,3.316
EquatorialGuinea1198,0,0.104,0.209,0.315,3.315
EquatorialGuinea1199,0,0.111,0.223,0.336,3.336
France9426,0,0.111,0.222,0.336,3.336
France9427,0,0.112,0.225,0.34,3.34
France9428,0,0.638,1.351,2.141,5.141
France9429,0,0.135,0.276,0.421,3.421
FrenchPolynesia5539,0,0.104,0.209,0.314,3.314
FrenchPolynesia5549,0,0.108,0.217,0.327,3.327
FrenchPolynesia5551,0,0.108,0.217,0.327,3.327
FrenchPolynesia5552,0,0.109,0.219,0.33,3.33
FrenchPolynesia5567,0,0.104,0.209,0.314,3.314
FrenchPolynesia5630,0,0.106,0.213,0.321,3.321
FrenchPolynesia5633,0,0.109,0.22,0.331,3.331
FrenchPolynesia5634,0,0.109,0.22,0.331,3.331
FrenchPolynesia5635,0,0.131,0.265,0.403,3.403
FrenchPolynesia5636,0,0.105,0.21,0.316,3.316
FrenchPolynesia5637,0,0.104,0.21,0.315,3.315
FrenchPolynesia5638,0,0.105,0.21,0.316,3.316
FrenchPolynesia5639,0,0.105,0.21,0.316,3.316
FrenchPolynesia5640,0,0.104,0.209,0.314,3.314
FrenchPolynesia5641,0,0.104,0.208,0.313,3.313
FrenchPolynesia5642,0,0.104,0.209,0.314,3.314
FrenchPolynesia5607,0,0.121,0.244,0.369,3.369
FrenchPolynesia5608,0,0.121,0.244,0.369,3.369
FrenchPolynesia5609,0,0.12,0.243,0.369,3.369
FrenchPolynesia5610,0,0.12,0.243,0.368,3.368
FrenchPolynesia5611,0,0.12,0.243,0.368,3.368
FrenchPolynesia5612,0,0.121,0.244,0.369,3.369
FrenchPolynesia5620,0,0.105,0.211,0.317,3.317
FrenchPolynesia5621,0,0.105,0.211,0.317,3.317
FrenchPolynesia5622,0,0.105,0.21,0.316,3.316
FrenchPolynesia5623,0,0.104,0.209,0.313,3.313
FrenchPolynesia5624,0,0.104,0.208,0.313,3.313
FrenchPolynesia5655,0,0.104,0.208,0.313,3.313
FrenchPolynesia5661,0,0.104,0.208,0.313,3.313
FrenchPolynesia5664,0,0.107,0.216,0.325,3.325
FrenchPolynesia5667,0,0.103,0.208,0.312,3.312
FrenchPolynesia5668,0,0.104,0.208,0.313,3.313
FrenchPolynesia5670,0,0.104,0.208,0.312,3.312
FrenchPolynesia5731,0,0.108,0.216,0.325,3.325
FrenchPolynesia5732,0,0.106,0.213,0.32,3.32
FrenchPolynesia5733,0,0.105,0.211,0.317,3.317
FrenchPolynesia5734,0,0.105,0.211,0.317,3.317
FrenchPolynesia5735,0,0.106,0.211,0.318,3.318
FrenchPolynesia5736,0,0.105,0.211,0.317,3.317
FrenchPolynesia5740,0,0.106,0.212,0.319,3.319
FrenchPolynesia5741,0,0.105,0.212,0.319,3.319
FrenchPolynesia5742,0,0.106,0.212,0.319,3.319
FrenchPolynesia5743,0,0.106,0.214,0.321,3.321
FrenchPolynesia5744,0,0.105,0.211,0.318,3.318
FrenchPolynesia5745,0,0.105,0.211,0.317,3.317
FrenchPolynesia5749,0,0.106,0.213,0.321,3.321
FrenchPolynesia5750,0,0.105,0.211,0.318,3.318
FrenchPolynesia5751,0,0.105,0.211,0.317,3.317
FrenchPolynesia5752,0,0.105,0.211,0.317,3.317
FrenchPolynesia5753,0,0.105,0.211,0.318,3.318
FrenchPolynesia5754,0,0.105,0.211,0.317,3.317
FrenchPolynesia5760,0,0.14,0.286,0.436,3.436
FrenchPolynesia5769,0,0.107,0.215,0.324,3.324
FrenchPolynesia5770,0,0.107,0.215,0.323,3.323
FrenchPolynesia5771,0,0.116,0.234,0.354,3.354
FrenchPolynesia5772,0,0.105,0.211,0.318,3.318
FrenchPolynesia5773,0,0.105,0.211,0.317,3.317
FrenchPolynesia5774,0,0.106,0.212,0.318,3.318
FrenchPolynesia5775,0,0.105,0.211,0.317,3.317
FrenchPolynesia5776,0,0.105,0.211,0.318,3.318
FrenchPolynesia5777,0,0.105,0.212,0.318,3.318
FrenchPolynesia5778,0,0.107,0.214,0.322,3.322
FrenchPolynesia5780,0,0.105,0.211,0.318,3.318
FrenchPolynesia5781,0,0.106,0.212,0.318,3.318
FrenchPolynesia5782,0,0.106,0.212,0.318,3.318
FrenchPolynesia5783,0,0.106,0.212,0.318,3.318
FrenchPolynesia5784,0,0.105,0.211,0.318,3.318
FrenchPolynesia5786,0,0.105,0.211,0.317,3.317
FrenchPolynesia5789,0,0.111,0.224,0.337,3.337
FrenchPolynesia5797,0,0.106,0.211,0.318,3.318
FrenchPolynesia5799,0,0.105,0.211,0.318,3.318
FrenchPolynesia5805,0,0.272,0.568,0.88,3.88
