"segment","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Albania499",0.094859,0.18157,0.27873,0.39494,0.52577,0.66553,0.80537,0.95909,1.1292,1.19035,1.2515,1.4518,1.6428,1.8572,2.0814,2.3152,2.5414,2.7897,3.0409,3.3124
"Albania500",0.09201,0.17572,0.27135,0.3863,0.5153,0.65223,0.78792,0.94379,1.122,1.19755,1.2731,1.4719,1.6683,1.8795,2.1048,2.3336,2.5704,2.8045,3.0554,3.3195
"Albania501",0.09201,0.17572,0.27135,0.3863,0.5153,0.65223,0.78792,0.94379,1.122,1.19755,1.2731,1.4719,1.6683,1.8795,2.1048,2.3336,2.5704,2.8045,3.0554,3.3195
"Albania502",0.09201,0.17572,0.27135,0.3863,0.5153,0.65223,0.78792,0.94379,1.122,1.19755,1.2731,1.4719,1.6683,1.8795,2.1048,2.3336,2.5704,2.8045,3.0554,3.3195
"Albania503",0.09201,0.17572,0.27135,0.3863,0.5153,0.65223,0.78792,0.94379,1.122,1.19755,1.2731,1.4719,1.6683,1.8795,2.1048,2.3336,2.5704,2.8045,3.0554,3.3195
"Albania504",0.079791,0.15476,0.24456,0.35094,0.46838,0.60115,0.72825,0.87599,1.0392,1.087,1.1348,1.333,1.5153,1.7283,1.9539,2.1805,2.4115,2.6527,2.8951,3.1567
"Algeria867",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria868",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria869",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria870",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria871",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria872",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria873",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria874",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria875",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria876",0.088913,0.17591,0.2831,0.40585,0.53841,0.67948,0.83178,0.99561,1.1712,1.24725,1.3233,1.5282,1.7232,1.9377,2.1577,2.3921,2.6191,2.8527,3.1105,3.3754
"Algeria877",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria878",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria879",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria880",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria881",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria882",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria883",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria884",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria885",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria886",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria887",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria888",0.092752,0.18524,0.29853,0.40445,0.51842,0.66989,0.82626,0.98147,1.1526,1.2375,1.3224,1.5172,1.7203,1.9314,2.1441,2.3726,2.6092,2.846,3.0944,3.3558
"Algeria889",0.057651,0.11467,0.18349,0.26863,0.36223,0.4755,0.59022,0.72111,0.86821,0.998755,1.1293,1.3061,1.4957,1.7029,1.9171,2.1336,2.3547,2.5861,2.8329,3.0796
"Algeria890",0.057651,0.11467,0.18349,0.26863,0.36223,0.4755,0.59022,0.72111,0.86821,0.998755,1.1293,1.3061,1.4957,1.7029,1.9171,2.1336,2.3547,2.5861,2.8329,3.0796
"Algeria891",0.057651,0.11467,0.18349,0.26863,0.36223,0.4755,0.59022,0.72111,0.86821,0.998755,1.1293,1.3061,1.4957,1.7029,1.9171,2.1336,2.3547,2.5861,2.8329,3.0796
"Algeria892",0.057651,0.11467,0.18349,0.26863,0.36223,0.4755,0.59022,0.72111,0.86821,0.998755,1.1293,1.3061,1.4957,1.7029,1.9171,2.1336,2.3547,2.5861,2.8329,3.0796
"Algeria893",0.057651,0.11467,0.18349,0.26863,0.36223,0.4755,0.59022,0.72111,0.86821,0.998755,1.1293,1.3061,1.4957,1.7029,1.9171,2.1336,2.3547,2.5861,2.8329,3.0796
"Algeria894",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria895",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria896",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria897",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria898",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria899",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria900",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria901",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Algeria902",0.057832,0.11413,0.18941,0.27668,0.37345,0.48684,0.60577,0.73962,0.88784,1.02337,1.1589,1.3422,1.5313,1.7403,1.9534,2.1698,2.3991,2.6254,2.8626,3.1185
"Angola1206",0.074098,0.15463,0.24332,0.3497,0.47729,0.62659,0.79755,0.98341,1.1847,1.37265,1.5606,1.7958,2.0434,2.3029,2.5619,2.8322,3.1153,3.413,3.7205,4.042
"Angola1207",0.074098,0.15463,0.24332,0.3497,0.47729,0.62659,0.79755,0.98341,1.1847,1.37265,1.5606,1.7958,2.0434,2.3029,2.5619,2.8322,3.1153,3.413,3.7205,4.042
"Angola1208",0.074098,0.15463,0.24332,0.3497,0.47729,0.62659,0.79755,0.98341,1.1847,1.37265,1.5606,1.7958,2.0434,2.3029,2.5619,2.8322,3.1153,3.413,3.7205,4.042
"Angola1211",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1212",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1213",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1214",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1215",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1216",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1217",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1218",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1219",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1220",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1221",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1222",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1223",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1224",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1225",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1226",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1227",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1228",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1229",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1230",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1231",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1232",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1233",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1234",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"Angola1235",0.058539,0.12519,0.1997,0.29381,0.40747,0.54693,0.71321,0.89669,1.095,1.27295,1.4509,1.6767,1.9159,2.1773,2.449,2.7292,3.0114,3.3205,3.6253,3.945
"AntiguaandBarbuda8103",0.081102,0.16515,0.26008,0.36901,0.49611,0.63847,0.80115,0.97851,1.1719,1.35915,1.5464,1.7822,2.0204,2.2682,2.523,2.7979,3.0779,3.3728,3.6743,3.9818
"AntiguaandBarbuda8106",0.081102,0.16515,0.26008,0.36901,0.49611,0.63847,0.80115,0.97851,1.1719,1.35915,1.5464,1.7822,2.0204,2.2682,2.523,2.7979,3.0779,3.3728,3.6743,3.9818
"Argentina4333",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina4334",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina4347",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina4348",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina4349",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina4350",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4375",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4376",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4377",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4378",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4379",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4380",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4381",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4382",0.056816,0.11805,0.19158,0.28144,0.38834,0.51185,0.65404,0.80763,0.98018,1.14784,1.3155,1.5245,1.7403,1.9681,2.2236,2.4851,2.7499,3.0314,3.3288,3.6456
"Argentina4383",0.057944,0.11945,0.19455,0.28848,0.39936,0.53211,0.68332,0.84518,1.0257,1.20425,1.3828,1.6024,1.8313,2.0736,2.3321,2.6044,2.8897,3.1833,3.4826,3.8111
"Argentina4413",0.058126,0.11914,0.19344,0.28566,0.39543,0.52602,0.67576,0.83619,1.0164,1.20675,1.3971,1.62,1.8485,2.0942,2.3534,2.6263,2.9122,3.2088,3.5076,3.8353
"Argentina4467",0.058126,0.11914,0.19344,0.28566,0.39543,0.52602,0.67576,0.83619,1.0164,1.20675,1.3971,1.62,1.8485,2.0942,2.3534,2.6263,2.9122,3.2088,3.5076,3.8353
"Argentina4468",0.050414,0.10233,0.16838,0.25267,0.35696,0.48546,0.63229,0.78744,0.96909,1.140095,1.3111,1.5228,1.7463,1.9866,2.2459,2.5112,2.787,3.08,3.3763,3.6979
"Argentina4469",0.050414,0.10233,0.16838,0.25267,0.35696,0.48546,0.63229,0.78744,0.96909,1.140095,1.3111,1.5228,1.7463,1.9866,2.2459,2.5112,2.787,3.08,3.3763,3.6979
"Argentina4474",0.050414,0.10233,0.16838,0.25267,0.35696,0.48546,0.63229,0.78744,0.96909,1.140095,1.3111,1.5228,1.7463,1.9866,2.2459,2.5112,2.787,3.08,3.3763,3.6979
"Argentina4492",0.050414,0.10233,0.16838,0.25267,0.35696,0.48546,0.63229,0.78744,0.96909,1.140095,1.3111,1.5228,1.7463,1.9866,2.2459,2.5112,2.787,3.08,3.3763,3.6979
"Argentina4493",0.051984,0.10347,0.16649,0.24845,0.35212,0.48095,0.63062,0.79345,0.97334,1.13827,1.3032,1.5167,1.7372,1.9832,2.2379,2.5073,2.7871,3.0723,3.3721,3.6975
"Argentina4494",0.051984,0.10347,0.16649,0.24845,0.35212,0.48095,0.63062,0.79345,0.97334,1.13827,1.3032,1.5167,1.7372,1.9832,2.2379,2.5073,2.7871,3.0723,3.3721,3.6975
"Argentina4495",0.051976,0.1035,0.16653,0.24846,0.35221,0.48106,0.63072,0.79352,0.9735,1.13845,1.3034,1.517,1.7376,1.9836,2.2383,2.5082,2.7876,3.0728,3.3728,3.6986
"Argentina4496",0.051976,0.1035,0.16653,0.24846,0.35221,0.48106,0.63072,0.79352,0.9735,1.13845,1.3034,1.517,1.7376,1.9836,2.2383,2.5082,2.7876,3.0728,3.3728,3.6986
"Argentina4497",0.051976,0.1035,0.16653,0.24846,0.35221,0.48106,0.63072,0.79352,0.9735,1.13845,1.3034,1.517,1.7376,1.9836,2.2383,2.5082,2.7876,3.0728,3.3728,3.6986
"Argentina4519",0.057628,0.10845,0.17151,0.2554,0.36183,0.48789,0.63733,0.8073,0.99208,1.16529,1.3385,1.5554,1.7822,2.0263,2.2891,2.563,2.8479,3.1379,3.4442,3.7702
"Argentina4534",0.062106,0.11528,0.18252,0.26757,0.37669,0.50604,0.65742,0.82949,1.0168,1.1898,1.3628,1.581,1.8132,2.0536,2.3156,2.591,2.871,3.154,3.4593,3.7877
"Argentina4535",0.061302,0.11388,0.18057,0.26489,0.37335,0.50236,0.65222,0.82339,1.0109,1.1827,1.3545,1.5714,1.8018,2.0425,2.3059,2.5795,2.8579,3.1472,3.4522,3.7781
"Argentina4536",0.061302,0.11388,0.18057,0.26489,0.37335,0.50236,0.65222,0.82339,1.0109,1.1827,1.3545,1.5714,1.8018,2.0425,2.3059,2.5795,2.8579,3.1472,3.4522,3.7781
"Argentina4543",0.062106,0.11528,0.18252,0.26757,0.37669,0.50604,0.65742,0.82949,1.0168,1.1898,1.3628,1.581,1.8132,2.0536,2.3156,2.591,2.871,3.154,3.4593,3.7877
"Argentina4544",0.062207,0.11549,0.18282,0.26807,0.37713,0.50654,0.65797,0.83031,1.0178,1.1908,1.3638,1.5819,1.8141,2.0544,2.3165,2.5917,2.8733,3.1557,3.4616,3.7901
"Argentina4545",0.062331,0.11656,0.18133,0.26831,0.37752,0.50618,0.65659,0.82863,1.0176,1.1918,1.366,1.5837,1.8141,2.0557,2.3172,2.5908,2.8738,3.1662,3.4737,3.7986
"Argentina4546",0.062207,0.11549,0.18282,0.26807,0.37713,0.50654,0.65797,0.83031,1.0178,1.1908,1.3638,1.5819,1.8141,2.0544,2.3165,2.5917,2.8733,3.1557,3.4616,3.7901
"Argentina4547",0.062207,0.11549,0.18282,0.26807,0.37713,0.50654,0.65797,0.83031,1.0178,1.1908,1.3638,1.5819,1.8141,2.0544,2.3165,2.5917,2.8733,3.1557,3.4616,3.7901
"Argentina4548",0.062331,0.11656,0.18133,0.26831,0.37752,0.50618,0.65659,0.82863,1.0176,1.1918,1.366,1.5837,1.8141,2.0557,2.3172,2.5908,2.8738,3.1662,3.4737,3.7986
"Argentina4549",0.062331,0.11656,0.18133,0.26831,0.37752,0.50618,0.65659,0.82863,1.0176,1.1918,1.366,1.5837,1.8141,2.0557,2.3172,2.5908,2.8738,3.1662,3.4737,3.7986
"Argentina4550",0.062331,0.11656,0.18133,0.26831,0.37752,0.50618,0.65659,0.82863,1.0176,1.1918,1.366,1.5837,1.8141,2.0557,2.3172,2.5908,2.8738,3.1662,3.4737,3.7986
"Argentina8424",0.050414,0.10233,0.16838,0.25267,0.35696,0.48546,0.63229,0.78744,0.96909,1.140095,1.3111,1.5228,1.7463,1.9866,2.2459,2.5112,2.787,3.08,3.3763,3.6979
"Argentina8564",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8566",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8567",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8568",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8570",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8571",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8572",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8573",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
"Argentina8818",0.038717,0.081216,0.13519,0.20397,0.28901,0.39365,0.51784,0.65472,0.80358,0.96574,1.1279,1.3132,1.5142,1.7264,1.9559,2.1911,2.4415,2.7008,2.9691,3.2552
